Neighbourhood,Unnamed: 0,Street address,Zip/Postal Code,Latitude,Longitude,Region,Price,Bedrooms,Bathrooms,Square Footage,Hospital in area_0.5,Railway Station in area_0.5,School in area_0.5,Supermarket in area_0.5,Bus Stop in area_0.5,Pub in area_0.5,Restaurant in area_0.5,Cafe in area_0.5,Dentist in area_0.5,Fast Food in area_0.5,Kindergartens in area_0.5,Malls in area_0.5,Play Ground in area_0.5,Parks in area_0.5,Post Office in area_0.5,Hospital in area_1.0,Railway Station in area_1.0,School in area_1.0,Supermarket in area_1.0,Bus Stop in area_1.0,Pub in area_1.0,Restaurant in area_1.0,Cafe in area_1.0,Dentist in area_1.0,Fast Food in area_1.0,Kindergartens in area_1.0,Malls in area_1.0,Play Ground in area_1.0,Parks in area_1.0,Post Office in area_1.0,Hospital in area_1.5,Railway Station in area_1.5,School in area_1.5,Supermarket in area_1.5,Bus Stop in area_1.5,Pub in area_1.5,Restaurant in area_1.5,Cafe in area_1.5,Dentist in area_1.5,Fast Food in area_1.5,Kindergartens in area_1.5,Malls in area_1.5,Play Ground in area_1.5,Parks in area_1.5,Post Office in area_1.5,geometry,Total_crimes (2020-2024),Average_total_crime (per_year),Total_severe_crimes (2020-2024),Average_severe_crimes (per_year),Total_moderate_crimes (2020-2024),Average_moderate_crimes (per_year),Total_minor_crimes (2020-2024),Average_minor_crimes (per_year),Class 6G,Class 5G,Class 4G,Class 3G,Class 2G,Class 1G,Class 6G_T,Class 5G_T,Class 4G_T,Class 3G_T,Class 2G_T,Class 1G_T
banbury-don mills,806,504 - 1103 Leslie Street,,43.720267,-79.347933,,795000,3,2,,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,0,3,0,0,0,0,0,0,0,0,0,0,1,1,61,0,10,1,0,3,0,0,0,0,0,POINT (-79.347933 43.720267),1627,325,549,110,743,149,335,67,4435,7505,3215,3135,2285,2140,4770,8625,3560,2960,1060,1730
banbury-don mills,824,162 Abbeywood Tr,,43.749649,-79.363305,,2680000,4,4,,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,1,21,1,8,3,0,6,0,0,0,0,2,0,0,9,1,50,1,15,5,0,10,0,0,0,0,2,POINT (-79.363305 43.749649),1627,325,549,110,743,149,335,67,4435,7505,3215,3135,2285,2140,4770,8625,3560,2960,1060,1730
banbury-don mills,903,521 - 255 The Donway W,,43.739826,-79.346034,,729000,2,2,,0,0,2,1,14,0,3,1,0,0,0,0,0,0,0,0,0,5,2,43,1,15,6,0,13,0,0,0,0,1,0,0,10,3,70,1,16,7,0,13,0,0,0,0,1,POINT (-79.346034 43.739826),1627,325,549,110,743,149,335,67,4435,7505,3215,3135,2285,2140,4770,8625,3560,2960,1060,1730
banbury-don mills,941,104 - 225 The Donway W,,43.733391,-79.347625,,1435000,2,3,,0,0,1,2,15,1,10,6,0,8,0,0,0,0,1,0,0,5,3,52,1,15,7,0,8,0,0,0,0,1,0,0,6,3,73,1,20,7,0,8,0,0,0,0,1,POINT (-79.347625 43.733391),1627,325,549,110,743,149,335,67,4435,7505,3215,3135,2285,2140,4770,8625,3560,2960,1060,1730
banbury-don mills,968,903 - 1103 Leslie St,,43.720267,-79.347933,,698000,2,2,,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,0,3,0,0,0,0,0,0,0,0,0,0,1,1,61,0,10,1,0,3,0,0,0,0,0,POINT (-79.347933 43.720267),1627,325,549,110,743,149,335,67,4435,7505,3215,3135,2285,2140,4770,8625,3560,2960,1060,1730
banbury-don mills,1132,623 - 120 Dallimore Circ,,43.730082,-79.332265,,489000,1,1,,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,0,1,1,0,1,0,0,0,0,0,0,0,3,2,61,1,14,4,0,6,0,0,0,0,0,POINT (-79.332265 43.730082),1627,325,549,110,743,149,335,67,4435,7505,3215,3135,2285,2140,4770,8625,3560,2960,1060,1730
banbury-don mills,1154,5 Terrington Crt,,43.741986,-79.358048,,1858000,4,1,,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,20,0,1,1,0,0,0,0,0,0,0,0,0,9,1,58,0,14,3,0,12,0,0,0,0,3,POINT (-79.358048 43.741986),1627,325,549,110,743,149,335,67,4435,7505,3215,3135,2285,2140,4770,8625,3560,2960,1060,1730
bathurst manor,205,270 Brighton Ave,M3H4E9,43.757593,-79.458141,North York,1898000,5 bds,3 ba,,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,2,0,46,0,7,3,0,8,0,0,0,0,0,0,1,5,2,86,0,7,3,0,8,0,0,0,0,0,POINT (-79.458141 43.757593),1293,259,409,82,548,110,336,67,2615,5430,1890,1510,995,570,2750,6200,1895,1310,435,445
bathurst manor,333,333 Brighton Ave,M3H4G4,43.756128,-79.462889,North York,3438000,6 bds,7 ba,,0,0,1,0,11,0,2,1,0,4,0,0,0,0,0,0,1,2,1,58,0,4,3,0,6,0,0,0,0,0,0,1,5,2,83,0,11,5,0,8,0,0,0,0,0,POINT (-79.462889 43.756128),1293,259,409,82,548,110,336,67,2615,5430,1890,1510,995,570,2750,6200,1895,1310,435,445
bathurst manor,478,212 Cocksfield Ave,M3H3T7,43.753818,-79.454186,North York,999000,4 bds,2 ba,,0,0,1,0,16,0,5,2,0,4,0,0,0,0,0,0,0,4,0,32,0,5,2,0,4,0,0,0,0,0,0,1,6,0,75,0,9,3,0,12,0,0,0,0,0,POINT (-79.454186 43.753818),1293,259,409,82,548,110,336,67,2615,5430,1890,1510,995,570,2750,6200,1895,1310,435,445
bathurst manor,787,53 Codsell Ave,,43.757679,-79.443357,,1199900,4,3,,0,0,0,1,5,0,3,1,0,6,0,0,0,0,1,0,0,2,1,20,0,6,1,0,7,0,0,0,0,1,0,0,5,1,48,0,8,1,0,8,0,0,0,0,1,POINT (-79.443357 43.757679),1293,259,409,82,548,110,336,67,2615,5430,1890,1510,995,570,2750,6200,1895,1310,435,445
bathurst manor,845,10 Cedar Springs Grove,,43.768408,-79.45904,,1550000,4,3,,0,0,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,29,0,1,1,0,1,0,0,0,0,0,1,0,3,2,57,0,9,2,0,8,0,0,0,0,0,POINT (-79.45904 43.768408),1293,259,409,82,548,110,336,67,2615,5430,1890,1510,995,570,2750,6200,1895,1310,435,445
bathurst manor,930,52 Acton Ave,,43.760296,-79.449789,,1449900,5,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,19,0,3,0,0,3,0,0,0,0,0,1,0,8,1,68,0,10,3,0,10,0,0,0,0,1,POINT (-79.449789 43.760296),1293,259,409,82,548,110,336,67,2615,5430,1890,1510,995,570,2750,6200,1895,1310,435,445
bathurst manor,948,169 Kennard Ave,,43.759786,-79.46168,,1649900,5,3,,0,0,0,0,12,0,1,0,0,1,0,0,0,0,0,0,0,4,2,37,0,2,1,0,5,0,0,0,0,0,0,1,5,2,95,0,14,5,0,11,0,0,0,0,0,POINT (-79.46168 43.759786),1293,259,409,82,548,110,336,67,2615,5430,1890,1510,995,570,2750,6200,1895,1310,435,445
bathurst manor,949,518 - 1060 Sheppard Ave W,,43.756448,-79.435498,,670000,2,2,,0,0,1,1,11,0,3,0,0,0,0,0,0,0,1,0,0,1,1,21,0,5,1,0,6,0,0,0,0,1,0,0,2,1,41,0,5,1,0,6,0,0,0,0,1,POINT (-79.435498 43.756448),1293,259,409,82,548,110,336,67,2615,5430,1890,1510,995,570,2750,6200,1895,1310,435,445
bathurst manor,1003,759 Wilson Heights Blvd,,43.760363,-79.463893,,949990,3,1,,0,0,0,0,11,0,2,1,0,4,0,0,0,0,0,0,0,4,2,40,0,4,2,0,4,0,0,0,0,0,0,1,4,2,97,0,15,6,0,11,0,0,0,0,1,POINT (-79.463893 43.760363),1293,259,409,82,548,110,336,67,2615,5430,1890,1510,995,570,2750,6200,1895,1310,435,445
bathurst manor,1043,Lph05 - 660 Sheppard Ave E,,43.755102,-79.44215,,1498000,2,3,,0,0,0,1,9,0,4,1,0,6,0,0,0,0,1,0,0,3,1,22,0,6,1,0,7,0,0,0,0,1,0,0,5,1,48,0,8,1,0,8,0,0,0,0,1,POINT (-79.44215 43.755102),1293,259,409,82,548,110,336,67,2615,5430,1890,1510,995,570,2750,6200,1895,1310,435,445
bathurst manor,1070,14 - 43 Wild Ginger Way,,43.759312,-79.440651,,899000,3,3,,0,0,1,1,7,0,3,1,0,3,0,0,0,0,1,0,0,1,1,20,0,5,1,0,6,0,0,0,0,1,0,0,5,1,39,0,7,1,0,8,0,0,0,0,1,POINT (-79.440651 43.759312),1293,259,409,82,548,110,336,67,2615,5430,1890,1510,995,570,2750,6200,1895,1310,435,445
bathurst manor,1152,215 Searle Ave,,43.756634,-79.456582,,1789000,5,2,,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0,3,0,39,0,5,2,0,4,0,0,0,0,0,0,1,6,1,83,0,7,3,0,8,0,0,0,0,0,POINT (-79.456582 43.756634),1293,259,409,82,548,110,336,67,2615,5430,1890,1510,995,570,2750,6200,1895,1310,435,445
bay-cloverhill,38,11 Wellesley St W #612,M4Y0G4,43.664526,-79.385583,Downtown Toronto,699000,2 bds,1 ba,,2,1,11,6,22,7,47,23,0,46,0,0,0,0,2,5,6,64,17,73,17,162,96,0,137,0,0,0,0,4,7,10,165,26,142,28,277,170,0,271,0,0,0,0,6,POINT (-79.385583 43.664526),838,168,395,79,263,53,180,36,4200,4570,1855,2000,1365,1030,4320,5235,2175,1895,570,820
bay-cloverhill,91,57 Saint Joseph St #523,M5S0C5,43.665388,-79.388021,Downtown Toronto,989000,3 bds,2 ba,,1,1,30,5,25,5,43,22,0,32,0,0,0,0,2,7,6,69,15,72,15,142,94,0,120,0,0,0,0,3,9,9,195,27,135,29,271,164,0,250,0,0,0,0,6,POINT (-79.388021 43.665388),838,168,395,79,263,53,180,36,4200,4570,1855,2000,1365,1030,4320,5235,2175,1895,570,820
bay-cloverhill,169,77 Charles St W #906,M5S0B2,43.667717,-79.390434,Downtown Toronto,2999000,2 bds,2 ba,,0,2,38,3,19,4,42,25,0,23,0,0,0,0,1,2,6,85,10,75,11,115,72,0,82,0,0,0,0,2,9,8,166,18,135,28,247,134,0,177,0,0,0,0,4,POINT (-79.390434 43.667717),838,168,395,79,263,53,180,36,4200,4570,1855,2000,1365,1030,4320,5235,2175,1895,570,820
bay-cloverhill,329,11 Wellesley St W #4711,M4Y0G4,43.664526,-79.385583,Downtown Toronto,714900,1 bd,1 ba,,2,1,11,6,22,7,47,23,0,46,0,0,0,0,2,5,6,64,17,73,17,162,96,0,137,0,0,0,0,4,7,10,165,26,142,28,277,170,0,271,0,0,0,0,6,POINT (-79.385583 43.664526),838,168,395,79,263,53,180,36,4200,4570,1855,2000,1365,1030,4320,5235,2175,1895,570,820
bay-cloverhill,424,5 Saint Joseph St #4309,M4Y0B6,43.665776,-79.385633,Downtown Toronto,698000,2 bds,1 ba,,2,1,12,5,22,6,52,23,0,35,0,0,0,0,2,3,6,55,16,70,17,148,87,0,122,0,0,0,0,3,7,10,158,26,143,27,274,166,0,253,0,0,0,0,6,POINT (-79.385633 43.665776),838,168,395,79,263,53,180,36,4200,4570,1855,2000,1365,1030,4320,5235,2175,1895,570,820
bay-cloverhill,453,57 Saint Nicholas St,M4Y1W6,43.667191,-79.386232,Downtown Toronto,1889000,3 bds,4 ba,,0,2,16,8,24,8,56,34,0,46,0,0,0,0,2,3,6,49,15,69,16,144,79,0,109,0,0,0,0,3,7,10,159,26,146,23,258,155,0,226,0,0,0,0,6,POINT (-79.386232 43.667191),838,168,395,79,263,53,180,36,4200,4570,1855,2000,1365,1030,4320,5235,2175,1895,570,820
bay-cloverhill,498,35 Balmuto St #2101,M4Y0A3,43.669472,-79.387488,Downtown Toronto,998000,2 bds,2 ba,,0,2,12,8,20,7,63,35,0,47,0,0,0,0,2,2,4,48,10,71,12,123,62,0,85,0,0,0,0,2,7,9,138,20,146,22,200,123,0,154,0,0,0,0,3,POINT (-79.387488 43.669472),838,168,395,79,263,53,180,36,4200,4570,1855,2000,1365,1030,4320,5235,2175,1895,570,820
bay-cloverhill,725,4703 - 35 Balmuto St,,43.669472,-79.387488,,1399000,2,3,,0,2,12,8,20,7,63,35,0,47,0,0,0,0,2,2,4,48,10,71,12,123,62,0,85,0,0,0,0,2,7,9,138,20,146,22,200,123,0,154,0,0,0,0,3,POINT (-79.387488 43.669472),838,168,395,79,263,53,180,36,4200,4570,1855,2000,1365,1030,4320,5235,2175,1895,570,820
bay-cloverhill,773,2014 - 1001 Bay St,,43.665465,-79.387068,,1050000,2,2,,1,1,27,5,26,6,48,21,0,35,0,0,0,0,2,6,6,60,15,75,17,150,91,0,120,0,0,0,0,3,7,10,186,26,142,26,273,167,0,249,0,0,0,0,6,POINT (-79.387068 43.665465),838,168,395,79,263,53,180,36,4200,4570,1855,2000,1365,1030,4320,5235,2175,1895,570,820
bay-cloverhill,960,3909 - 11 Wellesley St W,,43.664526,-79.385583,,724900,2,1,,2,1,11,6,22,7,47,23,0,46,0,0,0,0,2,5,6,64,17,73,17,162,96,0,137,0,0,0,0,4,7,10,165,26,142,28,277,170,0,271,0,0,0,0,6,POINT (-79.385583 43.664526),838,168,395,79,263,53,180,36,4200,4570,1855,2000,1365,1030,4320,5235,2175,1895,570,820
bay-cloverhill,1103,4108 - 5 St. Joseph St S,,43.665776,-79.385633,,900000,2,1,,2,1,12,5,22,6,52,23,0,35,0,0,0,0,2,3,6,55,16,70,17,148,87,0,122,0,0,0,0,3,7,10,158,26,143,27,274,166,0,253,0,0,0,0,6,POINT (-79.385633 43.665776),838,168,395,79,263,53,180,36,4200,4570,1855,2000,1365,1030,4320,5235,2175,1895,570,820
bayview village,183,2885 Bayview Ave UNIT 717,M2K0A3,43.768608,-79.388063,North York,689000,2 bds,2 ba,,0,1,2,1,12,0,2,3,0,4,0,0,0,0,0,0,1,3,1,26,0,3,3,0,5,0,0,0,0,0,0,2,4,2,53,0,12,5,0,10,0,0,0,0,0,POINT (-79.388063 43.768608),1424,285,479,96,575,115,370,74,4435,6120,2625,2890,1805,1100,4610,6985,3150,2635,730,855
bayview village,264,650 Sheppard Ave E #215,M2K3E4,43.768577,-79.381429,North York,569988,2 bds,1 ba,,0,0,0,0,6,0,0,1,0,1,0,0,0,0,0,0,2,1,1,19,0,4,5,0,7,0,0,0,0,0,0,2,5,1,43,0,5,7,0,8,0,0,0,0,0,POINT (-79.381429 43.768577),1424,285,479,96,575,115,370,74,4435,6120,2625,2890,1805,1100,4610,6985,3150,2635,730,855
bayview village,425,4 Burleigh Heights Dr,M2K1Y7,43.779657,-79.390466,North York,3980000,5 bds,6 ba,,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,26,0,0,0,0,0,0,0,0,0,0,0,1,5,3,48,0,4,3,0,4,0,0,0,0,0,POINT (-79.390466 43.779657),1424,285,479,96,575,115,370,74,4435,6120,2625,2890,1805,1100,4610,6985,3150,2635,730,855
bayview village,541,42 Heathview Ave,M2K2C1,43.783169,-79.385634,North York,3799000,4 bds,3 ba,,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,23,0,2,0,0,0,0,0,0,0,0,0,0,3,2,45,0,2,0,0,0,0,0,0,0,0,POINT (-79.385634 43.783169),1424,285,479,96,575,115,370,74,4435,6120,2625,2890,1805,1100,4610,6985,3150,2635,730,855
bayview village,548,40 Thorny Vine Way,M2J4J2,43.785524,-79.368264,North York,749000,4 bds,3 ba,,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,2,2,25,0,12,3,0,1,0,0,0,0,3,0,1,5,4,32,0,15,3,0,1,0,0,0,0,5,POINT (-79.368264 43.785524),1424,285,479,96,575,115,370,74,4435,6120,2625,2890,1805,1100,4610,6985,3150,2635,730,855
bayview village,659,129 McMahon Dr #TOWNHOUSE 03,M2K0C2,43.767654,-79.371136,North York,1368000,3 bds,4 ba,,0,0,0,0,10,0,3,3,0,2,0,0,0,0,0,0,3,1,0,33,0,3,4,0,4,0,0,0,0,0,0,3,3,0,53,0,5,6,0,4,0,0,0,0,3,POINT (-79.371136 43.767654),1424,285,479,96,575,115,370,74,4435,6120,2625,2890,1805,1100,4610,6985,3150,2635,730,855
bayview village,770,3905 - 117 Mcmahon Drive,,43.767209,-79.370405,,650000,1,1,,0,0,0,0,8,0,1,3,0,1,0,0,0,0,0,0,3,1,0,33,0,3,4,0,4,0,0,0,0,0,0,3,3,0,54,0,6,5,0,4,0,0,0,0,3,POINT (-79.370405 43.767209),1424,285,479,96,575,115,370,74,4435,6120,2625,2890,1805,1100,4610,6985,3150,2635,730,855
bayview village,777,121 - 7 Kenaston Gardens,,43.767167,-79.386112,,598999,2,2,,0,1,0,1,11,0,2,3,0,4,0,0,0,0,0,0,1,2,1,26,0,2,3,0,4,0,0,0,0,0,0,2,4,2,50,0,9,4,0,10,0,0,0,0,0,POINT (-79.386112 43.767167),1424,285,479,96,575,115,370,74,4435,6120,2625,2890,1805,1100,4610,6985,3150,2635,730,855
bayview village,1033,28 Thorny Vineway,,43.78527,-79.368184,,820000,5,3,,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,2,2,24,0,12,3,0,1,0,0,0,0,3,0,1,5,4,32,0,15,3,0,1,0,0,0,0,4,POINT (-79.368184 43.78527),1424,285,479,96,575,115,370,74,4435,6120,2625,2890,1805,1100,4610,6985,3150,2635,730,855
bayview village,1071,25 - 12 Dervock Cres,,43.767221,-79.380966,,949900,2,3,,0,0,0,0,5,0,0,1,0,1,0,0,0,0,0,0,2,0,1,22,0,4,5,0,7,0,0,0,0,0,0,2,5,1,44,0,5,7,0,8,0,0,0,0,0,POINT (-79.380966 43.767221),1424,285,479,96,575,115,370,74,4435,6120,2625,2890,1805,1100,4610,6985,3150,2635,730,855
bayview village,1093,3 Blithfield Ave,,43.777305,-79.389942,,1588000,3,3,,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,1,23,0,0,1,0,0,0,0,0,0,0,0,1,4,1,44,0,2,3,0,4,0,0,0,0,0,POINT (-79.389942 43.777305),1424,285,479,96,575,115,370,74,4435,6120,2625,2890,1805,1100,4610,6985,3150,2635,730,855
bayview village,1145,79 Forest Grove Dr,,43.779707,-79.373498,,4788000,4,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,1,0,2,1,3,44,0,17,7,0,4,0,0,0,0,3,POINT (-79.373498 43.779707),1424,285,479,96,575,115,370,74,4435,6120,2625,2890,1805,1100,4610,6985,3150,2635,730,855
bayview woods-steeles,654,3237 Bayview Ave #510,M2K0G1,43.790112,-79.392793,North York,599000,2 bds,2 ba,,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,4,1,35,0,0,0,0,0,0,0,0,0,0,0,0,5,2,54,0,2,0,0,0,0,0,0,0,0,POINT (-79.392793 43.790112),555,111,188,38,239,48,128,26,2535,3790,1295,1335,825,560,2675,4215,1430,1200,390,440
bayview woods-steeles,993,59 Covewood St,,43.804171,-79.387861,,1750000,4,3,,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,2,0,14,0,1,0,0,0,0,0,0,0,0,0,0,3,0,47,0,1,0,0,0,0,0,0,0,0,POINT (-79.387861 43.804171),555,111,188,38,239,48,128,26,2535,3790,1295,1335,825,560,2675,4215,1430,1200,390,440
bedford park-nortown,236,112 Mason Blvd,M5M3E3,43.741214,-79.412096,North York,4249990,4bds,4ba,,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,1,2,0,37,0,2,3,0,5,0,0,0,0,0,0,1,2,0,67,2,30,12,0,14,0,0,0,0,1,POINT (-79.412096 43.741214),1891,378,329,66,1148,230,414,83,3345,4945,1895,1945,1845,3480,3600,5565,2055,2095,1000,3155
bedford park-nortown,298,40 Sylvan Valleyway #523,M5M4M3,43.724203,-79.415282,North York,889000,2 bds,2 ba,,0,0,1,1,16,0,4,1,0,1,0,0,0,0,1,0,0,2,2,31,0,11,4,0,6,0,0,0,0,1,0,1,3,3,63,1,35,11,0,12,0,0,0,0,2,POINT (-79.415282 43.724203),1891,378,329,66,1148,230,414,83,3345,4945,1895,1945,1845,3480,3600,5565,2055,2095,1000,3155
bedford park-nortown,337,1 De Vere Gdns,M5M3E4,43.736381,-79.407697,North York,4995000,5 bds,6 ba,,0,0,0,0,10,0,2,2,0,2,0,0,0,0,0,0,1,1,0,44,1,10,9,0,11,0,0,0,0,2,0,2,2,2,88,2,38,17,0,19,0,0,0,0,2,POINT (-79.407697 43.736381),1891,378,329,66,1148,230,414,83,3345,4945,1895,1945,1845,3480,3600,5565,2055,2095,1000,3155
bedford park-nortown,366,215 Strathallan Wood,M5N1T5,43.712754,-79.421209,Central Toronto,10900000,4 bds,6 ba,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,5,5,98,1,18,8,0,8,0,0,0,0,2,POINT (-79.421209 43.712754),1891,378,329,66,1148,230,414,83,3345,4945,1895,1945,1845,3480,3600,5565,2055,2095,1000,3155
bedford park-nortown,436,127 Joicey Blvd,M2M2T8,43.736904,-79.416255,North York,5135000,5 bds,7 ba,,0,0,0,0,10,1,15,2,0,0,0,0,0,0,0,0,0,2,1,32,1,25,5,0,7,0,0,0,0,0,0,1,3,1,67,1,33,12,0,15,0,0,0,0,1,POINT (-79.416255 43.736904),1891,378,329,66,1148,230,414,83,3345,4945,1895,1945,1845,3480,3600,5565,2055,2095,1000,3155
bedford park-nortown,471,60 Alexandra Wood,M5N2S5,43.71411,-79.425653,Central Toronto,8950000,5 bds,7 ba,,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,2,36,0,4,3,0,5,0,0,0,0,1,0,0,5,3,88,0,8,5,0,7,0,0,0,0,2,POINT (-79.425653 43.71411),1891,378,329,66,1148,230,414,83,3345,4945,1895,1945,1845,3480,3600,5565,2055,2095,1000,3155
bedford park-nortown,533,132 Grey Rd,M5M4G1,43.731779,-79.423122,North York,2395000,3 bds,2 ba,,0,0,0,0,5,0,10,1,0,2,0,0,0,0,0,0,0,1,1,25,1,26,5,0,7,0,0,0,0,0,0,0,5,4,80,1,41,10,0,13,0,0,0,0,2,POINT (-79.423122 43.731779),1891,378,329,66,1148,230,414,83,3345,4945,1895,1945,1845,3480,3600,5565,2055,2095,1000,3155
bedford park-nortown,792,703 - 355 Bedford Park Avenue,,43.724197,-79.416891,,5495000,3,4,,0,0,0,1,15,0,7,1,0,2,0,0,0,0,1,0,0,2,2,30,0,11,4,0,6,0,0,0,0,1,0,0,3,2,46,1,30,6,0,8,0,0,0,0,2,POINT (-79.416891 43.724197),1891,378,329,66,1148,230,414,83,3345,4945,1895,1945,1845,3480,3600,5565,2055,2095,1000,3155
bedford park-nortown,962,425 Cranbrooke Avenue,,43.725527,-79.419632,,2695000,3,5,,0,0,0,1,10,0,7,2,0,4,0,0,0,0,1,0,0,2,2,29,0,18,4,0,7,0,0,0,0,1,0,0,5,6,60,1,41,10,0,14,0,0,0,0,2,POINT (-79.419632 43.725527),1891,378,329,66,1148,230,414,83,3345,4945,1895,1945,1845,3480,3600,5565,2055,2095,1000,3155
bedford park-nortown,1100,323 Douglas Ave,,43.723361,-79.417098,,3399000,5,3,,0,0,0,1,14,0,4,1,0,1,0,0,0,0,1,0,0,2,2,31,0,11,3,0,6,0,0,0,0,1,0,0,3,3,51,1,29,7,0,11,0,0,0,0,2,POINT (-79.417098 43.723361),1891,378,329,66,1148,230,414,83,3345,4945,1895,1945,1845,3480,3600,5565,2055,2095,1000,3155
beechborough-greenbrook,1031,706 - 2470 Eglinton Ave W,,43.692452,-79.468413,,559000,3,2,,0,0,0,2,5,0,1,1,0,3,0,0,0,0,0,0,0,3,2,42,1,6,2,0,10,0,0,0,0,1,0,0,6,4,92,2,17,3,0,19,0,0,0,0,1,POINT (-79.468413 43.692452),638,128,323,65,208,42,107,21,1180,2345,705,430,185,45,1210,2570,710,335,30,40
bendale-glen andrew,69,60 Town Centre Ct #306,M1P0B1,43.7734,-79.255862,Scarborough,448800,1 bd,1 ba,,0,0,0,0,28,0,4,9,0,37,0,0,0,0,2,0,0,2,1,57,0,6,10,0,38,0,0,0,0,3,0,0,3,2,85,1,10,12,0,41,0,0,0,0,3,POINT (-79.255862 43.7734),1812,362,689,138,777,155,346,69,3760,6520,2235,1645,785,125,3855,7375,2150,1395,195,90
bendale-glen andrew,70,190 Borough Dr #302,M1P0B6,43.772874,-79.253995,Scarborough,759900,3 bds,2 ba,,0,0,0,0,24,0,5,4,0,30,0,0,0,0,1,0,0,2,0,58,0,6,10,0,38,0,0,0,0,3,0,0,2,2,101,0,10,13,0,41,0,0,0,0,3,POINT (-79.253995 43.772874),1812,362,689,138,777,155,346,69,3760,6520,2235,1645,785,125,3855,7375,2150,1395,195,90
bendale-glen andrew,132,60 Brian Harrison Way #302,M1P5J5,43.774024,-79.258007,Scarborough,699900,3 bds,2 ba,,0,0,0,0,29,0,3,9,0,36,0,0,0,0,2,0,0,1,2,57,0,6,10,0,38,0,0,0,0,3,0,0,3,2,85,1,11,13,0,42,0,0,0,0,3,POINT (-79.258007 43.774024),1812,362,689,138,777,155,346,69,3760,6520,2235,1645,785,125,3855,7375,2150,1395,195,90
bendale-glen andrew,162,117 Omni Dr #15,M1P5A5,43.771256,-79.261225,Scarborough,599900,3 bds,3 ba,,0,0,0,0,31,0,0,2,0,0,0,0,0,0,0,0,0,2,2,43,1,5,10,0,38,0,0,0,0,2,0,0,2,2,90,1,9,11,0,41,0,0,0,0,3,POINT (-79.261225 43.771256),1812,362,689,138,777,155,346,69,3760,6520,2235,1645,785,125,3855,7375,2150,1395,195,90
bendale-glen andrew,726,2103 - 60 Brian Harrison Way,,43.774024,-79.258007,,549900,2,1,,0,0,0,0,29,0,3,9,0,36,0,0,0,0,2,0,0,1,2,57,0,6,10,0,38,0,0,0,0,3,0,0,3,2,85,1,11,13,0,42,0,0,0,0,3,POINT (-79.258007 43.774024),1812,362,689,138,777,155,346,69,3760,6520,2235,1645,785,125,3855,7375,2150,1395,195,90
bendale-glen andrew,870,1028 - 125 Omni Dr,,43.771029,-79.260134,,438000,1,1,,0,0,0,0,33,0,0,3,0,0,0,0,0,0,0,0,0,2,2,52,1,5,10,0,38,0,0,0,0,2,0,0,3,2,86,1,9,11,0,41,0,0,0,0,3,POINT (-79.260134 43.771029),1812,362,689,138,777,155,346,69,3760,6520,2235,1645,785,125,3855,7375,2150,1395,195,90
birchcliffe-cliffside,71,1400 Kingston Rd #501,M1N0C2,43.686959,-79.272431,Scarborough,679000,2 bds,2 ba,,0,0,0,0,9,2,4,0,0,0,0,0,0,0,0,0,0,0,0,34,4,6,2,0,1,0,0,0,0,0,0,0,4,1,73,4,10,4,0,5,0,0,0,0,0,POINT (-79.272431 43.686959),1577,315,755,151,476,95,346,69,3705,6435,2675,2590,1800,1285,3805,7425,2970,2510,760,1005
birchcliffe-cliffside,134,141 Eastwood Ave,M1N3H4,43.694987,-79.269234,Scarborough,799900,3 bds,2 ba,,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,56,4,8,1,0,1,0,0,0,0,0,0,0,4,0,88,4,8,2,0,3,0,0,0,0,0,POINT (-79.269234 43.694987),1577,315,755,151,476,95,346,69,3705,6435,2675,2590,1800,1285,3805,7425,2970,2510,760,1005
