,Unnamed: 0,street address,neighbourhood_left,latitude,longitude,price,bedrooms,bathrooms,geometry,total_crimes (2020-2024),average_total_crime (per_year),total_severe_crimes (2020-2024),average_severe_crimes (per_year),total_moderate_crimes (2020-2024),average_moderate_crimes (per_year),total_minor_crimes (2020-2024),average_minor_crimes (per_year),class 6g,class 5g,class 4g,class 3g,class 2g,class 1g,class 6g_t,class 5g_t,class 4g_t,class 3g_t,class 2g_t,class 1g_t,index_right,neighbourhood_right,area,house_counts,house_density,Total Facilities 500,Total Facilities 1000,Total Facilities 1500,public_transit_best_buffer_area_0.5_values,restaurants_best_buffer_area_0.5_values,public_service_best_buffer_area_0.5_values,other_dailylife_facilities_best_buffer_area_0.5_values
393,393,1 1826 e 2nd avenue,grandview-woodland,49.268416,-123.067089,1849999,4,4,POINT (-2494374.821087059 6365500.037829121),8009,1602,1172,234,1294,259,5543,1109,8605,8955,3500,2630,1260,485,8985,10445,3315,3330,755,8985,15,grandview-woodland,5.878591407,39,6.634242338,61,144,220,7,48,0,6
394,394,1986 e 8th avenue,grandview-woodland,49.26297,-123.064292,1998800,3,2,POINT (-2494568.293422428 6364816.623531551),8009,1602,1172,234,1294,259,5543,1109,8605,8955,3500,2630,1260,485,8985,10445,3315,3330,755,8985,15,grandview-woodland,5.878591407,39,6.634242338,6,106,194,6,0,0,0
395,395,213 1545 e 2nd avenue,grandview-woodland,49.268967,-123.072733,549000,1,1,POINT (-2494713.134834261 6365814.140661377),8009,1602,1172,234,1294,259,5543,1109,8605,8955,3500,2630,1260,485,8985,10445,3315,3330,755,8985,15,grandview-woodland,5.878591407,39,6.634242338,59,162,209,6,47,0,6
396,396,2815 yale st,hastings-sunrise,49.290923,-123.046093,1950000,4,3,POINT (-2491402.415050944 6366837.27222703),4895,979,469,94,883,177,3543,709,10890,10155,3360,2505,1065,440,11330,11425,3235,3025,745,11330,1,hastings-sunrise,10.300109,54,5.242662966,5,8,48,5,0,0,0
397,397,2419 grant st #201,hastings-sunrise,49.271619,-123.055762,1285900,3,2,POINT (-2493395.029684204 6365309.386868301),4895,979,469,94,883,177,3543,709,10890,10155,3360,2505,1065,440,11330,11425,3235,3025,745,11330,1,hastings-sunrise,10.300109,54,5.242662966,8,17,121,5,2,0,1
398,398,3623 yale st,hastings-sunrise,49.290988,-123.025089,1976000,6,5,POINT (-2489996.284849179 6365885.423322324),4895,979,469,94,883,177,3543,709,10890,10155,3360,2505,1065,440,11330,11425,3235,3025,745,11330,1,hastings-sunrise,10.300109,54,5.242662966,4,12,55,4,0,0,0
399,399,2889 e 1st ave #215,hastings-sunrise,49.269961,-123.044686,729000,2,2,POINT (-2492771.264295292 6364634.426873728),4895,979,469,94,883,177,3543,709,10890,10155,3360,2505,1065,440,11330,11425,3235,3025,745,11330,1,hastings-sunrise,10.300109,54,5.242662966,20,36,110,10,8,1,1
400,400,2737 oxford st,hastings-sunrise,49.285419,-123.04837,2198888,5,5,POINT (-2491938.474481414 6366379.729466869),4895,979,469,94,883,177,3543,709,10890,10155,3360,2505,1065,440,11330,11425,3235,3025,745,11330,1,hastings-sunrise,10.300109,54,5.242662966,11,53,87,5,5,0,1
401,401,3449 e 4th ave,hastings-sunrise,49.266885,-123.029764,2788000,7,5,POINT (-2491989.446518827 6363639.352840403),4895,979,469,94,883,177,3543,709,10890,10155,3360,2505,1065,440,11330,11425,3235,3025,745,11330,1,hastings-sunrise,10.300109,54,5.242662966,6,43,74,6,0,0,0
402,402,3609 turner st,hastings-sunrise,49.27936,-123.025311,2428000,6,6,POINT (-2490822.077415257 6364709.119243719),4895,979,469,94,883,177,3543,709,10890,10155,3360,2505,1065,440,11330,11425,3235,3025,745,11330,1,hastings-sunrise,10.300109,54,5.242662966,30,57,110,20,10,0,0
403,403,3615 yale st,hastings-sunrise,49.290383,-123.025333,2278000,7,5,POINT (-2490054.764202239 6365834.8281867),4895,979,469,94,883,177,3543,709,10890,10155,3360,2505,1065,440,11330,11425,3235,3025,745,11330,1,hastings-sunrise,10.300109,54,5.242662966,5,13,59,5,0,0,0
404,404,3240 napier st,hastings-sunrise,49.274717,-123.035049,2250000,6,4,POINT (-2491796.035537169 6364679.761832123),4895,979,469,94,883,177,3543,709,10890,10155,3360,2505,1065,440,11330,11425,3235,3025,745,11330,1,hastings-sunrise,10.300109,54,5.242662966,9,25,104,8,1,0,0
405,405,3457 oxford st,hastings-sunrise,49.285941,-123.029585,2799000,6,5,POINT (-2490648.363561006 6365575.615385256),4895,979,469,94,883,177,3543,709,10890,10155,3360,2505,1065,440,11330,11425,3235,3025,745,11330,1,hastings-sunrise,10.300109,54,5.242662966,1,38,65,1,0,0,0
406,406,3516 georgia st e,hastings-sunrise,49.278004,-123.027789,1868000,7,4,POINT (-2491082.076661563 6364683.826707198),4895,979,469,94,883,177,3543,709,10890,10155,3360,2505,1065,440,11330,11425,3235,3025,745,11330,1,hastings-sunrise,10.300109,54,5.242662966,23,49,97,16,7,0,0
407,407,2636 mcgill st,hastings-sunrise,49.288372,-123.05073,1658888,3,1,POINT (-2491889.864723664 6366788.721283726),4895,979,469,94,883,177,3543,709,10890,10155,3360,2505,1065,440,11330,11425,3235,3025,745,11330,1,hastings-sunrise,10.300109,54,5.242662966,4,42,86,4,0,0,0
408,408,3221 grant st,hastings-sunrise,49.271608,-123.035912,1698000,4,4,POINT (-2492070.534931606 6364401.92074014),4895,979,469,94,883,177,3543,709,10890,10155,3360,2505,1065,440,11330,11425,3235,3025,745,11330,1,hastings-sunrise,10.300109,54,5.242662966,9,31,103,7,2,0,0
409,409,2556 hastings st e #l01,hastings-sunrise,49.280884,-123.053231,549000,1,1,POINT (-2492579.404379507 6366139.027314283),4895,979,469,94,883,177,3543,709,10890,10155,3360,2505,1065,440,11330,11425,3235,3025,745,11330,1,hastings-sunrise,10.300109,54,5.242662966,31,76,117,7,24,0,0
410,410,3491 e pender st,hastings-sunrise,49.280492,-123.028763,1960000,4,4,POINT (-2490973.566652345 6364982.137420478),4895,979,469,94,883,177,3543,709,10890,10155,3360,2505,1065,440,11330,11425,3235,3025,745,11330,1,hastings-sunrise,10.300109,54,5.242662966,21,49,81,14,7,0,0
411,411,557 rupert st,hastings-sunrise,49.279434,-123.034049,1799000,6,2,POINT (-2491400.225656448 6365115.414077814),4895,979,469,94,883,177,3543,709,10890,10155,3360,2505,1065,440,11330,11425,3235,3025,745,11330,1,hastings-sunrise,10.300109,54,5.242662966,9,33,88,8,1,0,0
412,412,2741 hastings st e #200,hastings-sunrise,49.281423,-123.048362,438800,1,1,POINT (-2492216.816049162 6365971.698762121),4895,979,469,94,883,177,3543,709,10890,10155,3360,2505,1065,440,11330,11425,3235,3025,745,11330,1,hastings-sunrise,10.300109,54,5.242662966,19,61,107,6,12,0,1
413,413,2925 mcgill st,hastings-sunrise,49.289001,-123.04321,1685000,4,2,POINT (-2491344.163033887 6366509.603622862),4895,979,469,94,883,177,3543,709,10890,10155,3360,2505,1065,440,11330,11425,3235,3025,745,11330,1,hastings-sunrise,10.300109,54,5.242662966,5,21,43,5,0,0,0
414,414,3615 georgia st e,hastings-sunrise,49.278475,-123.0253,1938000,6,4,POINT (-2490883.063914753 6364618.313440454),4895,979,469,94,883,177,3543,709,10890,10155,3360,2505,1065,440,11330,11425,3235,3025,745,11330,1,hastings-sunrise,10.300109,54,5.242662966,30,56,113,20,10,0,0
415,415,2715 e pender st #2,hastings-sunrise,49.280519,-123.048778,1598000,3,3,POINT (-2492307.670019834 6365898.465397813),4895,979,469,94,883,177,3543,709,10890,10155,3360,2505,1065,440,11330,11425,3235,3025,745,11330,1,hastings-sunrise,10.300109,54,5.242662966,17,62,112,4,12,0,1
416,416,3166 e 5th ave,hastings-sunrise,49.265378,-123.037434,2288000,5,4,POINT (-2492606.767480895 6363835.686822922),4895,979,469,94,883,177,3543,709,10890,10155,3360,2505,1065,440,11330,11425,3235,3025,745,11330,1,hastings-sunrise,10.300109,54,5.242662966,9,57,103,9,0,0,0
417,417,2537 trinity st,hastings-sunrise,49.289998,-123.053696,1999000,5,3,POINT (-2491974.281857831 6367090.005755951),4895,979,469,94,883,177,3543,709,10890,10155,3360,2505,1065,440,11330,11425,3235,3025,745,11330,1,hastings-sunrise,10.300109,54,5.242662966,4,23,94,4,0,0,0
418,418,3592 turner st,hastings-sunrise,49.278829,-123.026117,1099000,3,4,POINT (-2490912.917236297 6364691.713634396),4895,979,469,94,883,177,3543,709,10890,10155,3360,2505,1065,440,11330,11425,3235,3025,745,11330,1,hastings-sunrise,10.300109,54,5.242662966,28,57,107,19,9,0,0
419,419,2828 wall st,hastings-sunrise,49.291182,-123.045857,2299000,4,4,POINT (-2491368.593119609 6366852.920902751),4895,979,469,94,883,177,3543,709,10890,10155,3360,2505,1065,440,11330,11425,3235,3025,745,11330,1,hastings-sunrise,10.300109,54,5.242662966,5,8,44,5,0,0,0
420,420,3418 adanac st #11,hastings-sunrise,49.2768,-123.030082,969000,3,2,POINT (-2491319.133138979 6364665.611955883),4895,979,469,94,883,177,3543,709,10890,10155,3360,2505,1065,440,11330,11425,3235,3025,745,11330,1,hastings-sunrise,10.300109,54,5.242662966,10,50,81,8,2,0,0
421,421,3186 grant st,hastings-sunrise,49.271081,-123.036832,1828000,4,4,POINT (-2492168.725597774 6364390.142379491),4895,979,469,94,883,177,3543,709,10890,10155,3360,2505,1065,440,11330,11425,3235,3025,745,11330,1,hastings-sunrise,10.300109,54,5.242662966,6,36,97,4,2,0,0
422,422,2551 triumph st,hastings-sunrise,49.284141,-123.053337,1479000,3,4,POINT (-2492359.146339989 6366476.133349216),4895,979,469,94,883,177,3543,709,10890,10155,3360,2505,1065,440,11330,11425,3235,3025,745,11330,1,hastings-sunrise,10.300109,54,5.242662966,26,72,110,8,18,0,0
423,423,2641 charles st,hastings-sunrise,49.273541,-123.051021,1968000,6,5,POINT (-2492944.382349147 6365288.963804579),4895,979,469,94,883,177,3543,709,10890,10155,3360,2505,1065,440,11330,11425,3235,3025,745,11330,1,hastings-sunrise,10.300109,54,5.242662966,0,58,130,0,0,0,0
424,424,2403 cambridge st,hastings-sunrise,49.287022,-123.05607,1998000,6,4,POINT (-2492340.425450369 6366894.82344932),4895,979,469,94,883,177,3543,709,10890,10155,3360,2505,1065,440,11330,11425,3235,3025,745,11330,1,hastings-sunrise,10.300109,54,5.242662966,9,62,101,8,1,0,0
425,425,3256 georgia st e,hastings-sunrise,49.278011,-123.034836,1498000,2,2,POINT (-2491552.028921766 6365006.140786395),4895,979,469,94,883,177,3543,709,10890,10155,3360,2505,1065,440,11330,11425,3235,3025,745,11330,1,hastings-sunrise,10.300109,54,5.242662966,9,26,91,8,1,0,0
426,426,2232 renfrew st #1,hastings-sunrise,49.264445,-123.043814,1491000,4,3,POINT (-2493097.912297666 6364031.776350562),4895,979,469,94,883,177,3543,709,10890,10155,3360,2505,1065,440,11330,11425,3235,3025,745,11330,1,hastings-sunrise,10.300109,54,5.242662966,16,53,108,11,5,0,0
427,427,3428 adanac st #13,hastings-sunrise,49.2768,-123.030082,989000,3,3,POINT (-2491319.133138979 6364665.611955883),4895,979,469,94,883,177,3543,709,10890,10155,3360,2505,1065,440,11330,11425,3235,3025,745,11330,1,hastings-sunrise,10.300109,54,5.242662966,10,50,81,8,2,0,0
428,428,3576 georgia st e,hastings-sunrise,49.278003,-123.026556,2198000,6,4,POINT (-2490999.832066071 6364627.461602534),4895,979,469,94,883,177,3543,709,10890,10155,3360,2505,1065,440,11330,11425,3235,3025,745,11330,1,hastings-sunrise,10.300109,54,5.242662966,24,56,106,18,6,0,0
429,429,3513 triumph st,hastings-sunrise,49.28412,-123.027764,1099000,3,3,POINT (-2490653.836342901 6365306.729428818),4895,979,469,94,883,177,3543,709,10890,10155,3360,2505,1065,440,11330,11425,3235,3025,745,11330,1,hastings-sunrise,10.300109,54,5.242662966,19,47,85,13,6,0,0
430,430,215 2889 e 1st avenue,hastings-sunrise,49.269961,-123.044686,729000,2,2,POINT (-2492771.264295292 6364634.426873728),4895,979,469,94,883,177,3543,709,10890,10155,3360,2505,1065,440,11330,11425,3235,3025,745,11330,1,hastings-sunrise,10.300109,54,5.242662966,20,36,110,10,8,1,1
431,431,2551 triumph street,hastings-sunrise,49.284141,-123.053337,1479000,3,4,POINT (-2492359.146339989 6366476.133349216),4895,979,469,94,883,177,3543,709,10890,10155,3360,2505,1065,440,11330,11425,3235,3025,745,11330,1,hastings-sunrise,10.300109,54,5.242662966,26,72,110,8,18,0,0
432,432,557 rupert street,hastings-sunrise,49.279434,-123.034049,1799000,6,2,POINT (-2491400.225656448 6365115.414077814),4895,979,469,94,883,177,3543,709,10890,10155,3360,2505,1065,440,11330,11425,3235,3025,745,11330,1,hastings-sunrise,10.300109,54,5.242662966,9,33,88,8,1,0,0
433,433,1 1186 kaslo street,hastings-sunrise,49.27444,-123.046474,1639000,3,3,POINT (-2492578.097101139 6365173.061955453),4895,979,469,94,883,177,3543,709,10890,10155,3360,2505,1065,440,11330,11425,3235,3025,745,11330,1,hastings-sunrise,10.300109,54,5.242662966,8,45,112,7,1,0,0
434,434,3529 napier street,hastings-sunrise,49.275177,-123.027651,1688000,4,4,POINT (-2491270.032509235 6364389.065434616),4895,979,469,94,883,177,3543,709,10890,10155,3360,2505,1065,440,11330,11425,3235,3025,745,11330,1,hastings-sunrise,10.300109,54,5.242662966,7,53,97,6,1,0,0
435,435,3163 e 1st avenue,hastings-sunrise,49.26978,-123.037372,1799888,5,2,POINT (-2492295.540772771 6364282.040848328),4895,979,469,94,883,177,3543,709,10890,10155,3360,2505,1065,440,11330,11425,3235,3025,745,11330,1,hastings-sunrise,10.300109,54,5.242662966,5,47,98,4,1,0,0
436,436,2 3260 graveley street,hastings-sunrise,49.270161,-123.034966,1625000,4,4,POINT (-2492108.310559354 6364211.088413838),4895,979,469,94,883,177,3543,709,10890,10155,3360,2505,1065,440,11330,11425,3235,3025,745,11330,1,hastings-sunrise,10.300109,54,5.242662966,10,27,103,9,1,0,0
437,437,1 2623 triumph street,hastings-sunrise,49.284139,-123.051262,1638000,3,4,POINT (-2492220.808573271 6366381.185723673),4895,979,469,94,883,177,3543,709,10890,10155,3360,2505,1065,440,11330,11425,3235,3025,745,11330,1,hastings-sunrise,10.300109,54,5.242662966,12,72,99,3,8,0,1
438,438,2 2623 triumph street,hastings-sunrise,49.284139,-123.051262,1698000,3,4,POINT (-2492220.808573271 6366381.185723673),4895,979,469,94,883,177,3543,709,10890,10155,3360,2505,1065,440,11330,11425,3235,3025,745,11330,1,hastings-sunrise,10.300109,54,5.242662966,12,72,99,3,8,0,1
439,439,3653 eton street,hastings-sunrise,49.287388,-123.024308,1548000,3,4,POINT (-2490195.240132419 6365482.489946139),4895,979,469,94,883,177,3543,709,10890,10155,3360,2505,1065,440,11330,11425,3235,3025,745,11330,1,hastings-sunrise,10.300109,54,5.242662966,9,44,86,9,0,0,0
440,440,2 2444 napier street,hastings-sunrise,49.27472,-123.055579,1649000,3,3,POINT (-2493166.365942081 6365617.403157931),4895,979,469,94,883,177,3543,709,10890,10155,3360,2505,1065,440,11330,11425,3235,3025,745,11330,1,hastings-sunrise,10.300109,54,5.242662966,5,53,134,4,1,0,0
441,441,3504 1288 west georgia,hastings-sunrise,49.278491,-123.028053,1699000,2,2,POINT (-2491065.734624147 6364745.565617467),4895,979,469,94,883,177,3543,709,10890,10155,3360,2505,1065,440,11330,11425,3235,3025,745,11330,1,hastings-sunrise,10.300109,54,5.242662966,21,52,91,14,7,0,0
442,442,210 2408 grant street,hastings-sunrise,49.271044,-123.056147,599000,1,1,POINT (-2493460.866710325 6365268.306688344),4895,979,469,94,883,177,3543,709,10890,10155,3360,2505,1065,440,11330,11425,3235,3025,745,11330,1,hastings-sunrise,10.300109,54,5.242662966,9,23,140,6,2,0,1
443,443,3303 venables street,hastings-sunrise,49.276859,-123.033177,2098000,5,3,POINT (-2491521.639186203 6364812.880534414),4895,979,469,94,883,177,3543,709,10890,10155,3360,2505,1065,440,11330,11425,3235,3025,745,11330,1,hastings-sunrise,10.300109,54,5.242662966,11,36,89,10,1,0,0
444,444,3256 e georgia street,hastings-sunrise,49.278011,-123.034836,1425000,2,2,POINT (-2491552.028921766 6365006.140786395),4895,979,469,94,883,177,3543,709,10890,10155,3360,2505,1065,440,11330,11425,3235,3025,745,11330,1,hastings-sunrise,10.300109,54,5.242662966,9,26,91,8,1,0,0
445,445,3186 grant street,hastings-sunrise,49.271081,-123.036832,1828000,4,4,POINT (-2492168.725597774 6364390.142379491),4895,979,469,94,883,177,3543,709,10890,10155,3360,2505,1065,440,11330,11425,3235,3025,745,11330,1,hastings-sunrise,10.300109,54,5.242662966,6,36,97,4,2,0,0
446,446,2798 yale street,hastings-sunrise,49.29041,-123.047025,3450000,6,4,POINT (-2491500.404534833 6366827.483366136),4895,979,469,94,883,177,3543,709,10890,10155,3360,2505,1065,440,11330,11425,3235,3025,745,11330,1,hastings-sunrise,10.300109,54,5.242662966,5,8,58,5,0,0,0
447,447,2528 napier street,hastings-sunrise,49.274736,-123.053896,1749000,5,2,POINT (-2493052.902678756 6365542.174406624),4895,979,469,94,883,177,3543,709,10890,10155,3360,2505,1065,440,11330,11425,3235,3025,745,11330,1,hastings-sunrise,10.300109,54,5.242662966,5,52,132,4,1,0,0
448,448,3188 grant street,hastings-sunrise,49.271081,-123.036832,1868000,4,4,POINT (-2492168.725597774 6364390.142379491),4895,979,469,94,883,177,3543,709,10890,10155,3360,2505,1065,440,11330,11425,3235,3025,745,11330,1,hastings-sunrise,10.300109,54,5.242662966,6,36,97,4,2,0,0
449,449,3576 e georgia street,hastings-sunrise,49.278003,-123.026556,2198000,6,4,POINT (-2490999.832066071 6364627.461602534),4895,979,469,94,883,177,3543,709,10890,10155,3360,2505,1065,440,11330,11425,3235,3025,745,11330,1,hastings-sunrise,10.300109,54,5.242662966,24,56,106,18,6,0,0
450,450,4513 nanaimo st,kensington-cedar cottage,49.244586,-123.057159,748800,1,1,POINT (-2495375.095680785 6362614.834246193),5970,1194,642,128,1004,201,4324,865,15175,14570,4880,3575,1620,620,15740,16655,4330,4615,1020,15740,16,kensington-cedar cottage,8.970721219,76,8.472005555,26,79,158,12,12,0,2
451,451,3945 alice st #2,kensington-cedar cottage,49.249891,-123.066147,1399000,3,3,POINT (-2495605.24749383 6363566.900194406),5970,1194,642,128,1004,201,4324,865,15175,14570,4880,3575,1620,620,15740,16655,4330,4615,1020,15740,16,kensington-cedar cottage,8.970721219,76,8.472005555,19,53,186,10,9,0,0
452,452,1363 e 21st ave,kensington-cedar cottage,49.251446,-123.077023,1399900,3,3,POINT (-2496223.126733532 6364222.676033112),5970,1194,642,128,1004,201,4324,865,15175,14570,4880,3575,1620,620,15740,16655,4330,4615,1020,15740,16,kensington-cedar cottage,8.970721219,76,8.472005555,40,71,173,16,21,0,3
453,453,4869 lanark st,kensington-cedar cottage,49.240711,-123.075322,1598000,3,3,POINT (-2496859.117046008 6363049.56252778),5970,1194,642,128,1004,201,4324,865,15175,14570,4880,3575,1620,620,15740,16655,4330,4615,1020,15740,16,kensington-cedar cottage,8.970721219,76,8.472005555,13,48,168,13,0,0,0
454,454,2236 e 34th ave,kensington-cedar cottage,49.238649,-123.060743,1988000,7,4,POINT (-2496028.934057659 6362172.733577889),5970,1194,642,128,1004,201,4324,865,15175,14570,4880,3575,1620,620,15740,16655,4330,4615,1020,15740,16,kensington-cedar cottage,8.970721219,76,8.472005555,29,128,180,6,21,0,2
455,455,4818 knight st,kensington-cedar cottage,49.241341,-123.075952,1880000,6,3,POINT (-2496857.217637532 6363142.651156266),5970,1194,642,128,1004,201,4324,865,15175,14570,4880,3575,1620,620,15740,16655,4330,4615,1020,15740,16,kensington-cedar cottage,8.970721219,76,8.472005555,13,51,157,13,0,0,0
456,456,2550 garden dr #605,kensington-cedar cottage,49.261596,-123.057753,1499900,3,2,POINT (-2494227.560191033 6364377.695328504),5970,1194,642,128,1004,201,4324,865,15175,14570,4880,3575,1620,620,15740,16655,4330,4615,1020,15740,16,kensington-cedar cottage,8.970721219,76,8.472005555,22,37,137,12,10,0,0
457,457,2550 garden dr #414,kensington-cedar cottage,49.261596,-123.057753,1149900,2,2,POINT (-2494227.560191033 6364377.695328504),5970,1194,642,128,1004,201,4324,865,15175,14570,4880,3575,1620,620,15740,16655,4330,4615,1020,15740,16,kensington-cedar cottage,8.970721219,76,8.472005555,22,37,137,12,10,0,0
458,458,1219 e 29th ave,kensington-cedar cottage,49.24482,-123.079651,2598000,6,3,POINT (-2496861.390782156 6363666.758783697),5970,1194,642,128,1004,201,4324,865,15175,14570,4880,3575,1620,620,15740,16655,4330,4615,1020,15740,16,kensington-cedar cottage,8.970721219,76,8.472005555,8,66,144,8,0,0,0
459,459,2550 garden dr #203,kensington-cedar cottage,49.261596,-123.057753,1129900,2,2,POINT (-2494227.560191033 6364377.695328504),5970,1194,642,128,1004,201,4324,865,15175,14570,4880,3575,1620,620,15740,16655,4330,4615,1020,15740,16,kensington-cedar cottage,8.970721219,76,8.472005555,22,37,137,12,10,0,0
460,460,5595 dumfries st,kensington-cedar cottage,49.233783,-123.074635,1899999,8,4,POINT (-2497296.950373309 6362311.186783368),5970,1194,642,128,1004,201,4324,865,15175,14570,4880,3575,1620,620,15740,16655,4330,4615,1020,15740,16,kensington-cedar cottage,8.970721219,76,8.472005555,13,51,146,12,1,0,0
461,461,3018 knight st,kensington-cedar cottage,49.257463,-123.075921,2599000,6,4,POINT (-2495729.343347591 6364786.199695781),5970,1194,642,128,1004,201,4324,865,15175,14570,4880,3575,1620,620,15740,16655,4330,4615,1020,15740,16,kensington-cedar cottage,8.970721219,76,8.472005555,6,102,200,6,0,0,0
462,462,1369 e 24th ave,kensington-cedar cottage,49.249252,-123.07696,1239000,2,2,POINT (-2496372.131846898 6363995.940584663),5970,1194,642,128,1004,201,4324,865,15175,14570,4880,3575,1620,620,15740,16655,4330,4615,1020,15740,16,kensington-cedar cottage,8.970721219,76,8.472005555,39,71,149,17,20,0,2
463,463,2550 garden dr #302,kensington-cedar cottage,49.261596,-123.057753,814900,1,1,POINT (-2494227.560191033 6364377.695328504),5970,1194,642,128,1004,201,4324,865,15175,14570,4880,3575,1620,620,15740,16655,4330,4615,1020,15740,16,kensington-cedar cottage,8.970721219,76,8.472005555,22,37,137,12,10,0,0
