,street address,Zip/Postal Code,Latitude,Longitude,Neighbourhood,Region,Price,Bedrooms,Bathrooms,Square Footage,Hospital in area,Railway Station in area,School in area,Supermarket in area,Bus Stop in area,Pub in area,Restaurant in area,Cafe in area,Dentist in area,Fast Food in area,Kindergartens in area,Malls in area,Play Ground in area,Parks in area,Post Office in area
312,437 Westmount Ave,M6E3N4,43.686951,-79.445233,Caledonia-Fairbanks,York,799000,4 bds,2 ba,,0,0,8,1,46,0,8,5,0,5,0,0,0,0,0
313,35 Kirkdene Dr,M1C3A5,43.793789,-79.141364,Highland Creek,Scarborough,1246000,4 bds,4 ba,,0,0,0,0,0,0,0,2,0,3,0,0,0,0,1
314,136 Collier St,M4W1M3,43.67275,-79.384146,Rosedale,Downtown Toronto,1850000,5 bds,3 ba,,1,4,23,10,63,12,104,56,0,72,0,0,0,0,2
315,130 Morningview Trl,M1B5L2,43.815394,-79.199609,Rouge,Scarborough,1349000,6 bds,4 ba,,0,0,2,0,26,0,0,0,0,0,0,0,0,0,0
316,2800 Warden Ave #1004,M1W3Z6,43.795721,-79.315724,L'Amoreaux West,Scarborough,399900,2 bds,2 ba,,0,0,7,0,20,0,2,1,0,4,0,0,0,0,1
317,4737 Jane St,M3N2K8,43.771431,-79.519798,Downsview Northwest,North York,499000,4 bds,2 ba,,0,0,6,1,38,0,4,1,0,4,0,0,0,0,0
318,28 Fishleigh Dr,M1N1G9,43.700665,-79.250643,Birch Cliff,Scarborough,1299000,6 bds,4 ba,,0,0,1,2,18,1,4,0,0,4,0,0,0,0,1
319,4673 Jane St #318,M3N2L1,43.770357,-79.520128,Downsview Northwest,North York,330000,2 bds,1 ba,,0,0,7,1,42,0,4,1,0,4,0,0,0,0,0
320,850 Danforth Rd,M1K1H5,43.726901,-79.253184,East Birchmount Park,Scarborough,799900,5 bds,2 ba,,0,0,4,1,33,0,4,0,0,1,0,0,0,0,0
321,303 Maria St,M6P1W6,43.666219,-79.482138,High Park,West Toronto,799000,2 bds,2 ba,,1,0,0,0,59,1,22,6,0,15,0,0,0,0,0
322,631 Richmond St W,M6J1C2,43.646133,-79.404423,Little Portugal,West Toronto,799000,3 bds,1 ba,,1,0,4,5,15,14,146,50,0,76,0,0,0,0,4
323,90 Broadview Ave #526,M4M0A7,43.65794,-79.349786,Studio District,East Toronto,689000,2 bds,1 ba,,1,0,2,3,9,5,37,15,0,12,0,0,0,0,0
324,18 Burnt Log Cres,M9C2J8,43.633137,-79.58094,Bloordale Gardens,Etobicoke,1999999,4 bds,3 ba,"3,180 sqft",0,0,3,0,25,0,0,0,1,0,0,0,0,0,1
325,10 De Boers Dr #905,M3J0L6,43.752055,-79.464264,Northwood Park,North York,499000,2 bds,1 ba,,0,1,1,1,47,0,4,3,0,6,0,0,0,0,0
326,825 Adelaide St W,M6J1B5,43.643556,-79.410684,Little Portugal,West Toronto,1599000,3 bds,2 ba,,0,0,3,2,29,8,72,37,0,29,0,0,0,0,2
327,15 Edenbrook Hl,M9A3Z7,43.671624,-79.524004,Islington Avenue,Etobicoke,7750000,5 bds,7 ba,,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0
328,10 Deerlick Ct #518,M3A0A7,43.759433,-79.332085,Parkwoods,North York,599990,2 bds,2 ba,,0,0,2,0,38,0,0,1,0,4,0,0,0,0,1
329,11 Wellesley St W #4711,M4Y0G4,43.664526,-79.385583,Church and Wellesley,Downtown Toronto,714900,1 bd,1 ba,,5,6,64,17,73,17,162,96,0,137,0,0,0,0,4
330,37 Saint Andrews Gdns,M4W2C9,43.685552,-79.374772,Rosedale,Downtown Toronto,6495000,6 bds,5 ba,,0,0,3,0,18,0,0,0,0,0,0,0,0,0,0
331,8 Colborne St #PENTHOUSE 2701,M5E1E1,43.648745,-79.377021,Berczy Park,Downtown Toronto,3495000,5 bds,4 ba,,0,6,18,12,69,31,176,120,0,213,0,0,0,0,10
332,102 Pennyhill Dr,M1B4K7,43.813775,-79.216708,Rouge,Scarborough,749900,3 bds,3 ba,"1,280 sqft",0,0,5,2,43,0,0,0,0,0,0,0,0,0,0
333,333 Brighton Ave,M3H4G4,43.756128,-79.462889,Bathurst Manor,North York,3438000,6 bds,7 ba,,0,1,2,1,58,0,4,3,0,6,0,0,0,0,0
334,20 Blue Jays Way #319,M5V3W6,43.643797,-79.391668,CN Tower,Downtown Toronto,639000,1 bd,1 ba,,0,2,5,9,7,30,161,66,0,126,0,0,0,0,4
335,2737 Keele St #821,M3M2E9,43.725799,-79.480604,Downsview Central,North York,299990,Studio,1 ba,,1,0,4,1,27,0,3,2,0,8,0,0,0,0,1
336,24 Masseygrove Cres,M9V3C9,43.736326,-79.584228,Albion Gardens,Etobicoke,899999,6 bds,3 ba,,0,0,7,1,50,0,4,2,0,18,0,0,0,0,1
337,1 De Vere Gdns,M5M3E4,43.736381,-79.407697,Bedford Park,North York,4995000,5 bds,6 ba,,0,1,1,0,44,1,10,9,0,11,0,0,0,0,2
338,36 Astley Ave,M4W3B4,43.688906,-79.369921,Rosedale,Downtown Toronto,3499000,5 bds,6 ba,,0,0,3,0,14,0,1,3,0,0,0,0,0,0,0
339,222 The Esplanade #713,M5A4M8,43.649611,-79.365545,Harbourfront,Downtown Toronto,449900,2 bds,1 ba,,0,0,6,8,63,10,51,34,0,29,0,0,0,0,1
340,629 King St W #1307,M5V0G9,43.643972,-79.401585,CN Tower,Downtown Toronto,399880,1 bd,1 ba,,0,0,4,10,11,14,126,48,0,60,0,0,0,0,5
341,228 Westview Blvd,M4B3J5,43.71338,-79.305617,Woodbine Gardens,East York,998000,3 bds,2 ba,,0,0,4,0,43,0,6,0,0,3,0,0,0,0,0
342,357 King St W #1601,M5V0S7,43.645835,-79.392529,CN Tower,Downtown Toronto,399000,1 bd,1 ba,,0,2,10,10,7,31,182,77,0,138,0,0,0,0,5
343,55 Hambly Ave,M4E2R5,43.673307,-79.297707,The Beaches,East Toronto,3299900,4 bds,4 ba,,0,0,6,4,22,3,25,4,0,12,0,0,0,0,2
344,74 Connolly St,M6N5G3,43.671959,-79.455369,The Junction North,York,498800,2 bds,1 ba,,0,0,5,0,42,0,26,13,0,8,0,0,0,0,0
345,17A S Woodrow Blvd,M1N3L5,43.699423,-79.260028,Birch Cliff,Scarborough,1269000,4 bds,2 ba,,0,0,3,1,37,0,2,1,0,1,0,0,0,0,0
346,23 Dewbourne Ave,M5P1Z5,43.699157,-79.423254,Forest Hill North,Central Toronto,5995000,8 bds,8 ba,,0,0,2,1,54,1,17,3,0,6,0,0,0,0,1
347,271 Victoria Park Ave,M4E3S6,43.683316,-79.284726,The Beaches,East Toronto,600000,1 bd,1 ba,,0,0,6,2,38,2,11,9,0,12,0,0,0,0,1
348,2A Battenberg Ave,M4L1J8,43.667336,-79.316773,The Beaches West,East Toronto,695000,2 bds,1 ba,,0,0,0,2,18,1,18,6,0,12,0,0,0,0,0
349,235 Sherway Gardens Rd #2010,M9C0A2,43.609301,-79.559016,Bloordale Gardens,Etobicoke,650000,2 bds,2 ba,,1,0,1,1,27,0,10,8,0,24,0,0,0,0,1
350,14 Pinegrove Ave,M1N2G4,43.698491,-79.263913,Birch Cliff,Scarborough,799000,4 bds,2 ba,,0,0,3,0,43,0,2,1,0,0,0,0,0,0,0
351,180 Patricia Ave,M2M1J5,43.788611,-79.426393,Newtonbrook,North York,1088000,4 bds,3 ba,,0,0,5,0,45,0,13,10,0,16,0,0,0,0,0
352,1815 Yonge St #1801,M4T2A4,43.695918,-79.395842,Moore Park,Central Toronto,849000,2 bds,1 ba,,0,2,2,4,49,6,39,16,2,21,0,0,0,0,4
353,740 Eglinton Ave W #301,M5N1C4,43.702079,-79.421814,Roselawn,Central Toronto,499000,2 bds,1 ba,,0,0,1,1,52,2,21,4,0,6,0,0,0,0,1
354,114 Saskatoon Dr,M9P2G4,43.69309,-79.544397,Westmount,Etobicoke,1549900,6 bds,4 ba,,0,0,5,0,27,0,1,2,0,1,0,0,0,0,0
355,353 Driftwood Ave #2,M3N2P2,43.768082,-79.512841,Downsview Northwest,North York,535000,5 bds,3 ba,,0,0,18,0,33,0,1,1,0,2,0,0,0,0,0
356,181 Dundas St E UNIT 3811,M5A0N5,43.656969,-79.374122,Harbourfront,Downtown Toronto,699000,2 bds,1 ba,,0,3,45,14,48,19,143,76,0,140,0,0,0,0,7
357,59 Annie Craig Dr #3604,M8V0C4,43.624949,-79.478244,Humber Bay Shores,Etobicoke,1336000,3 bds,3 ba,,0,0,1,1,22,0,11,8,0,9,0,0,0,0,0
358,391 Beechgrove Dr #79,M1E2R1,43.776785,-79.172058,Guildwood,Scarborough,599000,3 bds,3 ba,"1,100 sqft",0,0,0,0,0,0,0,1,0,4,0,0,0,0,0
359,77 Magellan Dr,M3L1T3,43.736555,-79.508517,Downsview West,North York,855900,3 bds,1 ba,,0,0,7,2,32,0,5,0,0,2,0,0,0,0,0
360,70 Byng Ave #6,M2N7L9,43.777634,-79.411524,Willowdale South,North York,799000,3 bds,3 ba,,0,1,6,2,66,1,68,22,1,14,0,0,0,0,1
361,585 Bloor St E #4218,M4W0B3,43.671653,-79.371638,Rosedale,Downtown Toronto,1550000,3 bds,2 ba,,0,2,9,7,51,1,38,12,0,10,0,0,0,0,0
362,97 Lawton Blvd #704,M4V1Z6,43.693514,-79.396234,Deer Park,Central Toronto,549000,2 bds,1 ba,,0,2,3,4,55,6,39,17,1,22,0,0,0,0,5
363,44 Waverley Rd,M4L3T1,43.667585,-79.300136,The Beaches West,East Toronto,2978000,5 bds,5 ba,,0,0,2,4,15,3,22,4,0,13,0,0,0,0,2
364,812 Duplex Ave,M4R1W7,43.718239,-79.403956,North Toronto West,Central Toronto,1895000,4 bds,2 ba,,0,1,2,3,32,1,11,10,0,6,0,0,0,0,1
365,127 Boardwalk Dr,M4L3X9,43.666435,-79.305807,The Beaches West,East Toronto,2595000,4 bds,4 ba,,0,0,1,2,17,3,16,4,0,12,0,0,0,0,0
366,215 Strathallan Wood,M5N1T5,43.712754,-79.421209,Roselawn,Central Toronto,10900000,4 bds,6 ba,,0,0,3,0,25,0,0,0,0,0,0,0,0,0,0
367,63 Hammersmith Ave,M4E2W3,43.670396,-79.293932,The Beaches,East Toronto,2989000,5 bds,6 ba,,0,0,3,3,10,3,27,6,0,11,0,0,0,0,2
368,990 Dovercourt Rd,M6H2X5,43.666907,-79.431852,Dovercourt Village,West Toronto,699000,3 bds,2 ba,,0,2,5,3,66,7,34,13,0,22,0,0,0,0,2
369,47 Stephen Dr,M8Y3M8,43.632836,-79.485005,Humber Bay,Etobicoke,849000,3 bds,1 ba,,0,0,2,0,37,0,4,4,0,5,0,0,0,0,0
370,415 Wellesley St E,M4X1H5,43.668911,-79.364947,Cabbagetown,Downtown Toronto,1195000,4 bds,3 ba,,0,1,9,5,26,1,35,10,0,5,0,0,0,0,0
371,200 Cumberland St #3802,M5R0B7,43.669867,-79.394244,The Annex,Central Toronto,17800000,3 bds,4 ba,,0,4,90,7,72,9,85,49,0,46,0,0,0,0,2
372,30 Forge Dr,M3N2R3,43.759536,-79.513985,Downsview Northwest,North York,849999,5 bds,2 ba,,0,0,6,0,41,0,5,3,0,23,0,0,0,0,0
373,4 Tredvalley Grve,M1C3J4,43.776477,-79.148234,Highland Creek,Scarborough,2388000,5 bds,5 ba,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,83 Lillian St #15,M4S2H7,43.706583,-79.393516,Davisville,Central Toronto,899000,2 bds,2 ba,,0,1,5,10,71,9,83,30,3,58,0,0,0,0,5
375,168 Pinewood Ave,M6C2V5,43.688172,-79.427079,Humewood-Cedarvale,York,1529000,3 bds,2 ba,,0,0,4,1,29,2,31,10,0,9,0,0,0,0,1
376,101 Charles St E #4202,M4Y0A9,43.669643,-79.380555,Church and Wellesley,Downtown Toronto,875000,2 bds,1 ba,,1,3,19,17,67,14,109,53,0,86,0,0,0,0,3
377,127 Bellwoods Ave,M6J2P6,43.64966,-79.41204,Little Portugal,West Toronto,1799900,4 bds,2 ba,,1,0,6,4,23,13,128,47,0,58,0,0,0,0,1
378,9 Bogert Ave #2801,M2N0H3,43.760385,-79.411435,Willowdale South,North York,728000,2 bds,2 ba,,0,2,1,7,30,0,25,15,0,33,0,0,0,0,1
379,65 Mutual St #3004,M5H2A9,43.655802,-79.374984,Adelaide,Downtown Toronto,899000,3 bds,2 ba,,0,3,44,13,61,27,166,88,0,155,0,0,0,0,9
380,195 Redpath Ave #3307,M4P0E4,43.7101,-79.393425,Davisville North,Central Toronto,399000,Studio,1 ba,,0,1,6,10,60,7,67,29,3,51,0,0,0,0,4
381,28 Rosebank Dr #1009,M1B5Z1,43.792518,-79.235348,Rouge,Scarborough,799000,5 bds,3 ba,,0,0,5,2,47,0,7,1,0,8,0,0,0,0,0
382,36 Lisgar St #708W,M6J0C7,43.641739,-79.423316,Little Portugal,West Toronto,399900,2 bds,1 ba,,0,1,3,7,40,8,82,33,0,36,0,0,0,0,2
383,5444 Yonge St #108,M2N6J4,43.776373,-79.415758,Willowdale South,North York,1898000,3 bds,3 ba,,0,2,6,2,55,1,71,25,1,18,0,0,0,0,1
384,2053 Gerrard St E,M4E2B4,43.68208,-79.307469,The Beaches,East Toronto,999900,4 bds,2 ba,,0,2,2,0,35,2,9,7,0,4,0,0,0,0,1
385,64 Marion St,M6R1E7,43.642017,-79.443304,Parkdale,West Toronto,1599000,6 bds,2 ba,,0,0,6,5,21,2,40,23,0,28,0,0,0,0,2
386,248 Garden Ave,M6R1J3,43.6432,-79.450769,Parkdale,West Toronto,1149000,6 bds,4 ba,,0,0,5,3,13,2,32,18,0,12,0,0,0,0,1
387,6 Croft St,M5S2N8,43.657306,-79.406124,Harbord,Downtown Toronto,1949000,4 bds,3 ba,,3,0,39,6,22,12,207,51,0,68,0,0,0,0,3
388,236 Browning Ave,M4K1X2,43.683222,-79.34711,The Danforth West,East Toronto,1649000,4 bds,2 ba,,0,2,13,4,58,3,45,17,0,15,0,0,0,0,0
389,6 Creekwood Dr,M1E4L7,43.785981,-79.215279,Guildwood,Scarborough,1375000,4 bds,5 ba,,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0
390,830 Lawrence Ave W #2207,M6A0B6,43.71445,-79.454208,Lawrence Heights,North York,499900,2 bds,1 ba,,0,0,5,2,51,0,20,7,0,15,0,0,0,0,1
391,48 Coe Hill Dr,M6S3C8,43.639264,-79.469882,Runnymede,West Toronto,1198000,5 bds,2 ba,,0,0,1,0,29,0,0,1,0,1,0,0,0,0,0
392,68 Abell St UNIT 1001,M6J0B1,43.642434,-79.424538,Little Portugal,West Toronto,698000,2 bds,2 ba,,0,1,3,7,32,8,83,34,0,38,0,0,0,0,2
393,301 Prudential Dr #1701,M1P4V3,43.749918,-79.268628,Dorset Park,Scarborough,325000,2 bds,1 ba,,0,0,0,3,34,0,5,3,0,11,0,0,0,0,0
394,2901 Kipling Ave #907,M9V5E5,43.758185,-79.588513,Albion Gardens,Etobicoke,549000,2 bds,2 ba,,0,0,1,1,21,0,3,0,0,2,0,0,0,0,1
395,341 Military Trl #20,M1E4E4,43.786061,-79.212348,Guildwood,Scarborough,549900,3 bds,2 ba,,0,0,3,1,14,0,1,3,0,3,0,0,0,0,0
396,29 Glen Stewart Ave,M4E1P6,43.678355,-79.295885,The Beaches,East Toronto,1849000,3 bds,2 ba,,0,0,8,4,32,1,22,7,0,6,0,0,0,0,2
397,364 The East Mall #243,M9B6C5,43.642465,-79.559589,Cloverdale,Etobicoke,625000,3 bds,3 ba,,0,0,4,0,44,1,4,4,0,5,0,0,0,0,0
398,309 Ranee Ave,M6A1N9,43.722361,-79.451974,Lawrence Heights,North York,3220000,6 bds,7 ba,,0,1,2,3,51,0,22,11,0,41,0,0,0,0,1
399,2737 Keele St #402,M3M2E9,43.725799,-79.480604,Downsview Central,North York,418888,3 bds,2 ba,,1,0,4,1,27,0,3,2,0,8,0,0,0,0,1
400,403 Church St #2413,M4Y0C9,43.662103,-79.379236,Church and Wellesley,Downtown Toronto,698000,2 bds,1 ba,,2,3,46,17,64,15,142,81,0,151,0,0,0,0,2
401,76 Arjay Cres,M2L1C7,43.739075,-79.384916,Silver Hills,North York,13995000,6 bds,10 ba,,0,0,3,1,22,0,1,2,0,3,0,0,0,0,0
402,147 Cameron Ave,M6M1R5,43.689775,-79.471368,Del Ray,York,799000,3 bds,2 ba,,0,0,5,3,36,0,10,1,0,15,0,0,0,0,0
403,78 Cameron Ave,M2N1E2,43.75622,-79.415729,Willowdale South,North York,2835000,3 bds,5 ba,,0,1,1,5,25,0,17,8,0,25,0,0,0,0,0
404,28 Freeland St #4404,M5E1L7,43.643622,-79.373959,Berczy Park,Downtown Toronto,10428000,2 bds,1 ba,,0,3,2,11,57,22,104,62,0,96,0,0,0,0,7
405,663 Windermere Ave,M6S3M2,43.656998,-79.48273,Runnymede,West Toronto,1695000,3 bds,2 ba,,1,2,6,1,57,3,30,10,0,13,0,0,0,0,1
406,27 Shaftesbury Ave,M4T3B3,43.68211,-79.390162,Moore Park,Central Toronto,1899000,2 bds,3 ba,,0,2,5,2,36,2,41,14,0,14,0,0,0,0,3
407,1950 Kennedy Rd #706,M1P4S9,43.767632,-79.282853,Dorset Park,Scarborough,539000,3 bds,1 ba,,0,0,0,1,22,0,10,6,0,4,0,0,0,0,0
408,32 Ava Rd,M5P1Y4,43.697906,-79.421226,Forest Hill North,Central Toronto,5995000,6 bds,6 ba,,0,0,2,1,53,0,16,2,0,6,0,0,0,0,1
409,5418 Yonge St #901,M2N6X4,43.775522,-79.415248,Willowdale South,North York,729000,3 bds,2 ba,,0,2,6,2,54,1,71,25,1,18,0,0,0,0,1
410,125 Peter St #1301,M5V0M2,43.648321,-79.392887,CN Tower,Downtown Toronto,928900,3 bds,2 ba,,1,3,12,13,8,30,222,80,0,140,0,0,0,0,5
411,7 Merredin Pl,M3B1S7,43.748513,-79.35726,Don Mills North,North York,3880000,6 bds,6 ba,,0,0,6,1,20,1,14,5,0,13,0,0,0,0,2
412,564 Pharmacy Ave,M1L3G9,43.707103,-79.289985,Clairlea,Scarborough,850000,4 bds,2 ba,,0,0,1,0,51,0,3,1,0,4,0,0,0,0,1
413,14 Kildonan Dr,M1N3B5,43.687027,-79.266351,Birch Cliff,Scarborough,2690000,5 bds,4 ba,,0,0,0,0,19,4,7,1,0,0,0,0,0,0,0
414,180 Markham Rd SUITE 707,M1M2Z9,43.652934,-79.407872,Cliffcrest,Scarborough,389900,1 bd,1 ba,,1,0,9,6,16,14,165,52,0,67,0,0,0,0,3
415,27 Glen Elm Ave,M4T1T9,43.691389,-79.393694,Moore Park,Central Toronto,4999999,8 bds,7 ba,,0,2,3,4,45,6,31,13,1,18,0,0,0,0,4
416,20 Cedar Ave E,M4E1K2,43.674795,-79.287507,The Beaches,East Toronto,1699000,3 bds,4 ba,,0,0,6,1,10,3,25,9,0,10,0,0,0,0,2
417,4 Daysland Rd,M9W4A9,43.718979,-79.56295,Northwest,Etobicoke,998000,5 bds,3 ba,,0,0,3,1,36,0,13,1,0,16,0,0,0,0,2
418,59 Arundel Ave,M4K3A3,43.679799,-79.351218,The Danforth West,East Toronto,1589000,2 bds,3 ba,,0,2,14,4,48,4,53,17,1,18,0,0,0,0,1
419,390 Hopewell Ave #130,M6E2S2,43.700641,-79.444449,Caledonia-Fairbanks,York,529900,2 bds,2 ba,,0,2,4,2,50,0,23,8,0,23,0,0,0,0,2
420,21 Mayberry Rd,M3N2A5,43.741518,-79.518308,Downsview Northwest,North York,650000,3 bds,2 ba,,0,0,12,2,19,0,5,1,0,2,0,0,0,0,0
421,30 Fieldway Rd #98,M8Z0E3,43.642292,-79.528276,Kingsway Park South West,Etobicoke,699900,2 bds,2 ba,,0,2,1,2,65,4,19,6,0,17,0,0,0,0,0
422,1 Hawthorn Ave,M4W2Z1,43.675042,-79.36985,Rosedale,Downtown Toronto,6600000,5 bds,4 ba,,0,2,5,5,37,0,16,4,0,6,0,0,0,0,0
423,15 Sewells Rd #410,M1B3V7,43.806694,-79.217112,Rouge,Scarborough,349000,2 bds,1 ba,,0,0,7,0,47,0,0,0,0,0,0,0,0,0,0
424,5 Saint Joseph St #4309,M4Y0B6,43.665776,-79.385633,Church and Wellesley,Downtown Toronto,698000,2 bds,1 ba,,3,6,55,16,70,17,148,87,0,122,0,0,0,0,3
425,4 Burleigh Heights Dr,M2K1Y7,43.779657,-79.390466,Bayview Village,North York,3980000,5 bds,6 ba,,0,0,2,0,26,0,0,0,0,0,0,0,0,0,0
426,580 Christie St #807,M6G3E3,43.679182,-79.425403,Christie,Downtown Toronto,379000,1 bd,1 ba,,0,0,4,2,46,3,39,14,0,17,0,0,0,0,1
427,217 Richview Ave,M5P3G2,43.695007,-79.421605,Forest Hill North,Central Toronto,7695000,6 bds,8 ba,,0,0,2,1,42,0,7,2,0,3,0,0,0,0,1
428,10 Eva Rd #601,M9C0B3,43.641355,-79.562771,Bloordale Gardens,Etobicoke,680000,3 bds,2 ba,,0,0,3,0,48,1,4,4,0,5,0,0,0,0,0
429,80 Old Forest Hill Rd,M5P2R5,43.698893,-79.417749,Forest Hill North,Central Toronto,7995000,5 bds,5 ba,,0,0,2,1,48,1,10,4,0,1,0,0,0,0,0
430,34 Green Valley Rd,M2P1A6,43.739774,-79.388924,York Mills West,North York,14995000,6 bds,8 ba,,0,0,1,1,20,0,1,2,0,3,0,0,0,0,0
431,56 Rockcliffe Blvd,M6N4R5,43.679689,-79.4908,The Junction North,York,959900,4 bds,2 ba,,0,0,5,1,59,1,13,2,0,9,0,0,0,0,0
432,48 Crescent Rd,M4W1S9,43.677803,-79.387068,Rosedale,Downtown Toronto,4450000,4 bds,5 ba,,0,3,10,5,39,4,68,30,0,40,0,0,0,0,0
433,816 Lansdowne Ave #216,M6H4K6,43.665661,-79.447378,Dovercourt Village,West Toronto,399000,1 bd,1 ba,,0,2,4,4,61,2,11,11,0,13,0,0,0,0,1
434,91 Fulwell Cres,M3J1Y4,43.750867,-79.50285,Northwood Park,North York,999999,4 bds,3 ba,,0,0,3,0,26,0,0,0,0,0,0,0,0,0,0
435,225 Christie St,M6G3B5,43.669398,-79.420453,Christie,Downtown Toronto,1988000,4 bds,4 ba,,0,1,5,3,49,5,66,25,0,12,0,0,0,0,1
436,127 Joicey Blvd,M2M2T8,43.736904,-79.416255,Newtonbrook,North York,5135000,5 bds,7 ba,,0,0,2,1,32,1,25,5,0,7,0,0,0,0,0
437,104 3rd St,M8V2X9,43.60352,-79.501782,Humber Bay Shores,Etobicoke,899900,3 bds,2 ba,,0,0,4,1,16,0,16,2,0,12,0,0,0,0,1
438,12 Lark St,M4L3M6,43.668319,-79.310823,The Beaches West,East Toronto,1199900,4 bds,3 ba,,0,0,1,1,24,3,11,3,0,13,0,0,0,0,0
439,490 Caledonia Rd,M6E4V2,43.689821,-79.461148,Caledonia-Fairbanks,York,875000,3 bds,2 ba,,0,0,1,2,31,1,4,1,0,3,0,0,0,0,1
440,101 Russell Hill Rd,M4V2S9,43.68178,-79.404985,Deer Park,Central Toronto,4425000,4 bds,4 ba,,0,1,6,3,53,1,6,7,0,8,0,0,0,0,0
441,47 Cherrylawn Ave,M9L2B3,43.752537,-79.559192,Humber Summit,North York,899000,6 bds,2 ba,"1,178 sqft",0,0,6,1,9,0,4,1,0,6,0,0,0,0,1
442,23 Cavell Ave,M4K1L5,43.676192,-79.344974,The Danforth West,East Toronto,2850000,5 bds,5 ba,,0,3,11,4,39,3,44,22,0,24,0,0,0,0,0
443,11 Shorncliffe Ave,M4V1S9,43.68559,-79.410873,Deer Park,Central Toronto,5200000,5 bds,4 ba,,0,1,4,1,38,1,9,6,0,12,0,0,0,0,0
444,211 Woodycrest Ave,M4J3C4,43.687915,-79.344644,East Toronto,East York,2489000,5 bds,5 ba,,0,1,4,2,72,1,15,5,0,4,0,0,0,0,0
445,1 Silvergrove Rd,M2L2N5,43.763519,-79.374045,Silver Hills,North York,6295000,5 bds,7 ba,,0,1,3,0,19,0,2,4,0,4,0,0,0,0,0
446,43 Edenvale Cres,M9A4A5,43.680741,-79.52895,Islington Avenue,Etobicoke,4745000,4 bds,4 ba,,0,0,2,1,23,0,0,2,0,2,0,0,0,0,0
447,3 Everson Dr #637,M2N7C2,43.756938,-79.406496,Willowdale South,North York,659000,3 bds,2 ba,,0,1,0,5,37,0,16,9,0,25,0,0,0,0,0
448,23 Strathdee Dr,M9R1A6,43.681424,-79.544171,Kingsview Village,Etobicoke,1749888,5 bds,3 ba,,0,0,2,0,33,0,0,2,0,5,0,0,0,0,1
450,6 Lankin Blvd,M4J4W8,43.692293,-79.328633,East Toronto,East York,1099000,4 bds,3 ba,,1,0,4,1,56,0,6,3,0,5,0,0,0,0,0
451,161 Roehampton Ave #PENTHOUSE 05,M4P0C8,43.70876,-79.393794,Davisville North,Central Toronto,1588000,3 bds,2 ba,,0,1,6,10,60,7,78,31,3,56,0,0,0,0,5
452,4689 Jane St #503,M3N2T6,43.770863,-79.520254,Downsview Northwest,North York,259900,2 bds,1 ba,,0,0,7,1,38,0,4,1,0,4,0,0,0,0,0
453,57 Saint Nicholas St,M4Y1W6,43.667191,-79.386232,Church and Wellesley,Downtown Toronto,1889000,3 bds,4 ba,,3,6,49,15,69,16,144,79,0,109,0,0,0,0,3
454,173 Dunvegan Rd,M5P2P1,43.696803,-79.408729,Forest Hill North,Central Toronto,13800000,4 bds,7 ba,,0,0,3,1,40,2,20,9,0,8,0,0,0,0,0
455,65 Harbour Sq #3306,M5J2L4,43.640082,-79.378599,Harbourfront East,Downtown Toronto,1349900,3 bds,2 ba,,0,3,0,8,34,17,72,58,0,102,0,0,0,0,4
456,353 Driftwood Ave #7,M3N2P2,43.768082,-79.512841,Downsview Northwest,North York,550000,5 bds,3 ba,,0,0,18,0,33,0,1,1,0,2,0,0,0,0,0
457,1195 The Queensway E #102,M8Z0H1,43.621626,-79.522481,Kingsway Park South West,Etobicoke,399999,1 bd,1 ba,,0,0,0,1,36,1,6,8,0,10,0,0,0,0,0
458,66 Cliff St,M6N4M1,43.679993,-79.485042,The Junction North,York,999900,4 bds,2 ba,,0,0,7,0,52,1,7,2,0,2,0,0,0,0,0
459,5 Pheasant Ln,M9A1T1,43.662472,-79.534898,Islington Avenue,Etobicoke,6899000,5 bds,5 ba,,0,0,1,1,28,0,0,1,0,1,0,0,0,0,1
460,73 Pendrith St,M6G1R8,43.666638,-79.422778,Christie,Downtown Toronto,1288000,3 bds,2 ba,,0,2,5,4,58,7,59,29,0,13,0,0,0,0,1
461,25 Boustead Ave,M6R1Y7,43.653133,-79.452791,Parkdale,West Toronto,1999900,5 bds,3 ba,"2,250 sqft",0,3,4,4,34,8,31,17,0,23,0,0,0,0,1
462,15 Lenthall Ave,M1B2C7,43.797531,-79.238536,Rouge,Scarborough,950000,4 bds,4 ba,,0,0,2,2,42,0,5,2,0,9,0,0,0,0,0
463,127 Queen St E #406,M5C1S3,43.653471,-79.373755,St. James Town,Downtown Toronto,484000,1 bd,1 ba,,0,3,37,13,66,24,137,84,0,147,0,0,0,0,8
464,295 Adelaide St W #2303,M5V0L4,43.647594,-79.390757,CN Tower,Downtown Toronto,599000,1 bd,1 ba,,0,3,11,11,11,30,209,99,0,180,0,0,0,0,6
465,5791 Yonge St #PENTHOUSE 205,M2M0A8,43.783997,-79.41604,Newtonbrook,North York,650000,3 bds,2 ba,,0,1,6,2,83,1,59,19,0,13,0,0,0,0,2
466,130 Shuter St,M5A1V8,43.655956,-79.371864,Harbourfront,Downtown Toronto,1199000,6 bds,4 ba,,0,1,37,16,61,17,129,62,0,99,0,0,0,0,5
