Street,City,Province,Zip,Price,Bedrooms,Bathrooms,Square Footage
155 Grenadier Rd, Toronto,ON,M6R1R5,"C$3,980,000",5 bds,5 ba,N/A
10 Wilby Cres #1603, Toronto,ON,M9N0B6,"C$859,000",3 bds,2 ba,N/A
50 Yorkville Ave #5202, Toronto,ON,M4W0A3,"C$18,800,000",4 bds,4 ba,N/A
3845 Lake Shore Blvd W UNIT 1601, Toronto,ON,M8W4Y3,"C$750,000",3 bds,2 ba,N/A
108 Sandringham Dr, Toronto,ON,M3H1C9,"C$14,998,000",6 bds,8 ba,N/A
208 Queens Quay W #511, Toronto,ON,M5J2Y5,"C$649,000",3 bds,2 ba,N/A
12 Madison Ave, Toronto,ON,M5R2S1,"C$5,450,000",11 bds,3 ba,N/A
32 Roxborough St E, Toronto,ON,M4W1V6,"C$6,250,000",6 bds,5 ba,N/A
4 Allen Ave, Toronto,ON,M8V1R8,"C$1,198,000",2 bds,2 ba,N/A
58 Masseygrove Cres, Toronto,ON,M9V3C9,"C$799,000",4 bds,2 ba,N/A
22 Malamute Cres, Toronto,ON,M1T2C7,"C$1,090,000",6 bds,3 ba,N/A
9 Windermere Ave #TOWNHOUSE 94, Toronto,ON,M6S5A4,"C$449,000",1 bd,1 ba,N/A
62 Elm Ave, Toronto,ON,M4W1N7,"C$5,950,000",6 bds,5 ba,N/A
271 Major St, Toronto,ON,M5S2L5,"C$1,995,000",3 bds,4 ba,N/A
194 Clendenan Ave, Toronto,ON,M6P2X2,"C$1,499,000",3 bds,3 ba,N/A
60 Town Centre Ct #306, Toronto,ON,M1P0B1,"C$448,800",1 bd,1 ba,N/A
297 Oriole Pkwy, Toronto,ON,M5P2H6,"C$2,695,000",6 bds,4 ba,N/A
1244 College St, Toronto,ON,M6H1C2,"C$1,049,900",4 bds,5 ba,N/A
330 Dixon Rd #2705, Toronto,ON,M9R1S9,"C$399,999",2 bds,1 ba,N/A
11 Livonia Pl #18, Toronto,ON,M1E4W5,"C$649,900",4 bds,4 ba,N/A
35 Balmuto St #2101, Toronto,ON,M4Y0A3,"C$998,000",2 bds,2 ba,N/A
335 Mill Rd #703, Toronto,ON,M9C1Y6,"C$450,000",2 bds,2 ba,"1,155 sqft"
66 Loradeen Cres, Toronto,ON,M1B1T8,"C$999,950",7 bds,4 ba,N/A
44 Branstone Rd, Toronto,ON,M6E4E4,"C$699,000",2 bds,2 ba,N/A
42 Mossbank Dr, Toronto,ON,M1G2C3,"C$888,000",4 bds,3 ba,N/A
2 1st Ave, Toronto,ON,M4M1W8,"C$1,750,000",3 bds,3 ba,N/A
16 Muskoka Ave, Toronto,ON,M8W1H3,"C$2,449,000",8 bds,5 ba,N/A
106 Varna Dr #TOWNHOUSE 10, Toronto,ON,M6A0C8,"C$729,000",2 bds,3 ba,N/A
575 Avenue Rd #704, Toronto,ON,M4V2K2,"C$398,000",1 bd,1 ba,N/A
575 Avenue Rd #704, Toronto,ON,M4V2K2,"C$398,000",1 bd,1 ba,N/A
8 Swansdown Dr, Toronto,ON,M2L2N1,"C$10,499,000",5 bds,10 ba,N/A
15 Holmes Ave #2405, Toronto,ON,M2N4L8,"C$388,888",1 bd,1 ba,N/A
10 Avery Ave, Toronto,ON,M9C1K2,"C$3,199,000",5 bds,5 ba,N/A
35 Emerald Cres, Toronto,ON,M8V2B3,"C$2,499,000",5 bds,6 ba,N/A
3151 Bridletowne Cir #1901, Toronto,ON,M1W2T1,"C$599,900",3 bds,2 ba,N/A
590 Briar Hill Ave, Toronto,ON,M5N1M9,"C$5,790,000",4 bds,8 ba,N/A
3 Thornhill Ave, Toronto,ON,M6S4C3,"C$1,898,000",3 bds,4 ba,N/A
17 Lesmount Ave, Toronto,ON,M4J3V5,"C$1,299,000",3 bds,2 ba,N/A
100 Mornelle Ct #1039, Toronto,ON,M1E4X2,"C$489,900",3 bds,2 ba,N/A
70 Distillery Ln #1508, Toronto,ON,M5A0E3,"C$899,000",2 bds,2 ba,N/A
91 Bedford Rd, Toronto,ON,M5R2K4,"C$7,888,000",5 bds,5 ba,N/A
340 Dixon Rd #1508, Toronto,ON,M9R1T1,"C$395,000",2 bds,1 ba,N/A
237 McRoberts Ave, Toronto,ON,M6E4P3,"C$699,000",4 bds,2 ba,N/A
262 Saint Helens Ave #106, Toronto,ON,M6H4A4,"C$799,900",2 bds,2 ba,N/A
241 B Evelyn Ave, Toronto,ON,M6P2Z8,"C$2,998,000",6 bds,5 ba,N/A
32 Windsor Rd, Toronto,ON,M9R3G4,"C$1,280,000",4 bds,2 ba,N/A
62 Martin Grove Rd, Toronto,ON,M9B4K4,"C$3,799,000",4 bds,5 ba,N/A
44 Standish Ave, Toronto,ON,M4W3B1,"C$3,395,000",5 bds,5 ba,N/A
25 Ritchie Ave #PENTHOUSE 510, Toronto,ON,M6R2J6,"C$2,198,000",4 bds,3 ba,N/A
80 John St #1603, Toronto,ON,M5V3X4,"C$1,068,900",2 bds,2 ba,"1,010 sqft"
39 Standish Ave, Toronto,ON,M4W3B2,"C$2,395,000",5 bds,4 ba,N/A
77 Glenmore Rd, Toronto,ON,M4L3M2,"C$1,399,000",4 bds,3 ba,N/A
30 Northland Ave, Toronto,ON,M6N2C6,"C$717,000",2 bds,2 ba,N/A
17 Edilou Dr, Toronto,ON,M8W4B1,"C$1,248,000",4 bds,2 ba,N/A
2130 Weston Rd #304, Toronto,ON,M9N3R9,"C$369,000",2 bds,1 ba,N/A
186 Phyllis Ave, Toronto,ON,M1M1Y8,"C$2,750,000",6 bds,7 ba,N/A
132 Grey Rd, Toronto,ON,M5M4G1,"C$2,395,000",3 bds,2 ba,N/A
4645 Jane St #720, Toronto,ON,M3N2K9,"C$278,000",1 bd,1 ba,N/A
100 Glenvale Blvd, Toronto,ON,M4G2V9,"C$3,848,000",5 bds,5 ba,N/A
319 Betty Ann Dr, Toronto,ON,M2R1B4,"C$4,660,000",7 bds,7 ba,N/A
335 Lonsdale Rd #406, Toronto,ON,M5P1R4,"C$509,000",2 bds,1 ba,N/A
37 Marjory Ave, Toronto,ON,M4M2Y2,"C$1,399,000",4 bds,2 ba,N/A
10 Livonia Pl #149, Toronto,ON,M1E4W6,"C$599,000",4 bds,4 ba,N/A
4645 Jane St #818, Toronto,ON,M3N2K9,"C$228,800",1 bd,1 ba,N/A
42 Heathview Ave, Toronto,ON,M2K2C1,"C$3,799,000",4 bds,3 ba,N/A
561 Arlington Ave, Toronto,ON,M6C3A6,"C$2,298,000",3 bds,4 ba,N/A
2088 Lawrence Ave W #603, Toronto,ON,M9N3Z9,"C$539,000",3 bds,2 ba,N/A
210 Gowan Ave, Toronto,ON,M4J2K6,"C$999,000",4 bds,2 ba,N/A
52 Sproat Ave, Toronto,ON,M4M1W4,"C$998,000",3 bds,1 ba,N/A
561 Arlington Ave, Toronto,ON,M6C3A6,"C$2,298,000",3 bds,4 ba,N/A
2088 Lawrence Ave W #603, Toronto,ON,M9N3Z9,"C$539,000",3 bds,2 ba,N/A
210 Gowan Ave, Toronto,ON,M4J2K6,"C$999,000",4 bds,2 ba,N/A
52 Sproat Ave, Toronto,ON,M4M1W4,"C$998,000",3 bds,1 ba,N/A
311 Bay St #4801, Toronto,ON,M5H4G5,"C$7,880,000",3 bds,5 ba,N/A
35 Brian Peck Cres #807, Toronto,ON,M4G0A5,"C$1,299,000",3 bds,2 ba,N/A
40 Thorny Vine Way, Toronto,ON,M2J4J2,"C$749,000",4 bds,3 ba,N/A
166 Gordon Rd, Toronto,ON,M2P1E8,"C$4,799,900",6 bds,6 ba,N/A
120 Harrison Garden Blvd #2003, Toronto,ON,M2N,"C$788,000",2 bds,2 ba,N/A
365 Beech Ave #PENTHOUSE 1, Toronto,ON,M4E0C2,"C$3,799,000",3 bds,3 ba,N/A
271 Park Home Ave, Toronto,ON,M2R1A1,"C$1,499,000",4 bds,3 ba,N/A
926 Willowdale Ave, Toronto,ON,M2M3C1,"C$1,529,000",6 bds,2 ba,N/A
2 Josephine Rd, Toronto,ON,M3H3G4,"C$1,879,000",5 bds,4 ba,N/A
39B Oriole Rd, Toronto,ON,M4V2E6,"C$4,749,000",4 bds,6 ba,N/A
50 Grandravine Dr #8, Toronto,ON,M3J1B1,"C$559,900",4 bds,2 ba,N/A
190 Borough Dr #302, Toronto,ON,M1P0B6,"C$759,900",3 bds,2 ba,N/A
170 Strathallan Blvd, Toronto,ON,M5N1T1,"C$3,399,000",5 bds,3 ba,N/A
85 Bloor St E #1709, Toronto,ON,M4W3Y1,"C$485,000",2 bds,1 ba,N/A
29 Checkendon Dr, Toronto,ON,M9W2Y8,"C$989,000",3 bds,2 ba,"1,092 sqft"
418 Davenport Rd, Toronto,ON,M4V1B5,"C$1,448,888",3 bds,2 ba,N/A
65 Scadding Ave #422, Toronto,ON,M5A4L1,"C$618,000",3 bds,2 ba,N/A
524 Scarborough Golf Club Rd, Toronto,ON,M1G1H2,"C$1,048,800",4 bds,3 ba,N/A
42 Old Bridle Path, Toronto,ON,M4T1A7,"C$3,295,000",5 bds,5 ba,N/A
368 Markham St, Toronto,ON,M6G2K9,"C$5,250,000",3 bds,5 ba,N/A
24A Massey St, Toronto,ON,M6J3T7,"C$1,299,000",3 bds,3 ba,N/A
30 Anglesey Blvd #G2, Toronto,ON,M9A3B5,"C$1,075,000",2 bds,2 ba,N/A
428 Connaught Ave, Toronto,ON,M2R2M3,"C$3,368,000",7 bds,7 ba,N/A
650 Queens Quay W #921, Toronto,ON,M5V3N2,"C$389,000",1 bd,1 ba,N/A
277 Indian Rd, Toronto,ON,M6R2X4,"C$5,499,000",6 bds,5 ba,N/A
61 Arjay Cres, Toronto,ON,M2L1C6,"C$5,249,888",6 bds,6 ba,N/A
113 Burrows Hall Blvd, Toronto,ON,M1B1Z7,"C$650,000",3 bds,2 ba,N/A
21 Kirk Bradden Rd W, Toronto,ON,M8Y2G1,"C$3,955,000",5 bds,5 ba,N/A
272 Rumsey Rd, Toronto,ON,M4G1P9,"C$1,675,000",4 bds,2 ba,"1,692 sqft"
115 10th St, Toronto,ON,M8V3E9,"C$1,499,000",9 bds,7 ba,N/A
200 AC Merton St, Toronto,ON,M4S1A1,"C$1,500,000",4 bds,3 ba,N/A
700 King St W UNIT 604, Toronto,ON,M5V2Y6,"C$490,000",2 bds,1 ba,N/A
91 Valecrest Dr, Toronto,ON,M9A4P5,"C$10,499,000",5 bds,8 ba,N/A
135 Holborne Ave, Toronto,ON,M4C2R5,"C$949,000",3 bds,2 ba,N/A
1 Bolingbroke Rd, Toronto,ON,M6B3L5,"C$1,625,000",3 bds,3 ba,"1,210 sqft"
1285 Dupont St #2301, Toronto,ON,M6H0E3,"C$749,900",2 bds,2 ba,N/A
195 McCaul St #909, Toronto,ON,M5T0E5,"C$449,900",Studio,1 ba,N/A
491 Jane St, Toronto,ON,M6S4A1,"C$879,900",3 bds,2 ba,N/A
152 Stanley Ave, Toronto,ON,M8V1N9,"C$1,898,000",3 bds,3 ba,N/A
5795 Yonge St UNIT 611, Toronto,ON,M2M4J3,"C$535,000",2 bds,2 ba,N/A
75 Queens Wharf Rd #3901, Toronto,ON,M5V0J8,"C$1,049,000",2 bds,2 ba,"1,008 sqft"
21 Tinbury Pl, Toronto,ON,M1B1J7,"C$899,000",5 bds,3 ba,N/A
4 Flatwoods Dr, Toronto,ON,M1V4H4,"C$899,000",5 bds,3 ba,N/A
1438A Dufferin St, Toronto,ON,M6H3L1,"C$1,998,000",3 bds,6 ba,N/A
38 Smithwood Dr, Toronto,ON,M9B4R9,"C$4,449,000",6 bds,7 ba,N/A
88 Willowridge Rd, Toronto,ON,M9R3Z4,"C$899,900",3 bds,3 ba,N/A
27 Burkwood Cres, Toronto,ON,M1B1N8,"C$799,900",6 bds,3 ba,N/A
63 Cleveland St, Toronto,ON,M4S2W3,"C$949,999",2 bds,2 ba,N/A
10 Ed Clark Gdns #14, Toronto,ON,M6N3A9,"C$949,900",3 bds,2 ba,"1,231 sqft"
52 Rosedale Rd, Toronto,ON,M4W2P6,"C$10,500,000",6 bds,7 ba,N/A
365 Beech Ave #219, Toronto,ON,M4E0C2,"C$999,900",2 bds,2 ba,N/A
62 Kay Dr, Toronto,ON,M9V4X7,"C$999,000",4 bds,3 ba,N/A
155 Dalhousie St #1054, Toronto,ON,M5B2P7,"C$2,695,000",5 bds,4 ba,N/A
5949 Yonge St #803, Toronto,ON,M2M3V8,"C$348,800",1 bd,1 ba,N/A
38 Ravensbourne Cres, Toronto,ON,M9A2A8,"C$4,588,000",6 bds,5 ba,N/A
9 Greenview Ave, Toronto,ON,M2M4M7,"C$1,598,000",3 bds,3 ba,N/A
68 Yorkville Ave #304, Toronto,ON,M5R3V7,"C$3,750,000",2 bds,3 ba,"2,490 sqft"
375 King St W #2302, Toronto,ON,M5V1K5,"C$1,089,000",3 bds,2 ba,N/A
274 Carlton St, Toronto,ON,M5A2L5,"C$3,898,000",6 bds,4 ba,N/A
70 Pynford Cres, Toronto,ON,M3A1W8,"C$1,029,888",6 bds,2 ba,N/A
75 The Donway W #805, Toronto,ON,M3C2E9,"C$499,000",Studio,1 ba,N/A
125 Western Battery Rd #2207, Toronto,ON,M6K3R8,"C$895,000",3 bds,2 ba,N/A
80 Crescent Rd UNIT 300, Toronto,ON,M4W1T5,"C$2,728,000",3 bds,2 ba,N/A
4 Bowman St, Toronto,ON,M4X1T9,"C$3,450,000",5 bds,5 ba,N/A
53 Lynnford Dr, Toronto,ON,M9B1H8,"C$1,179,000",4 bds,2 ba,N/A
185 Dawlish Ave, Toronto,ON,M4N1H6,"C$9,990,000",6 bds,8 ba,N/A
40 Exmoor Dr, Toronto,ON,M8W1R5,"C$1,458,000",3 bds,4 ba,N/A
131 Brickworks Ln #BL131, Toronto,ON,M6N5H8,"C$879,000",3 bds,4 ba,"1,027 sqft"
195 Upper Canada Dr, Toronto,ON,M2P1T2,"C$2,195,000",4 bds,3 ba,N/A
36 Wilson Park Rd, Toronto,ON,M6K3B5,"C$1,299,000",4 bds,2 ba,N/A
197 S Woodrow Blvd, Toronto,ON,M1N3M1,"C$699,000",2 bds,1 ba,N/A
391 Wellesley St E, Toronto,ON,M4X1H5,"C$2,049,000",4 bds,3 ba,N/A
488 University Ave #2507, Toronto,ON,M5G0C1,"C$1,350,000",3 bds,2 ba,N/A
76 Dalegrove Cres, Toronto,ON,M9B6A9,"C$2,249,888",9 bds,5 ba,N/A
67 Hillholm Rd, Toronto,ON,M5P1M4,"C$15,500,000",7 bds,7 ba,N/A
26 Crimson Millway, Toronto,ON,M2L1T6,"C$1,198,000",5 bds,4 ba,N/A
83 Bayview Rdg, Toronto,ON,M2L1E3,"C$10,800,000",5 bds,6 ba,N/A
25 Laidlaw St #516, Toronto,ON,M6K1X3,"C$999,000",4 bds,3 ba,N/A
70 Oriole Rd, Toronto,ON,M4V2G1,"C$5,350,000",5 bds,5 ba,"4,400 sqft"
59 Annie Craig Dr #1003, Toronto,ON,M8V0C4,"C$1,197,000",2 bds,2 ba,N/A
16 Brookers Ln #2207, Toronto,ON,M8V0A5,"C$1,149,900",2 bds,2 ba,N/A
95 Gaydon Ave, Toronto,ON,M9M1G8,"C$1,399,900",6 bds,2 ba,N/A
77 McMurrich St #308, Toronto,ON,M5R3V3,"C$1,295,000",3 bds,2 ba,N/A
37 Vine Ave, Toronto,ON,M6P1V6,"C$1,199,000",4 bds,3 ba,N/A
25 Janus Ct, Toronto,ON,M2H1S3,"C$3,688,000",5 bds,7 ba,"5,300 sqft"
19 Hedgewood Rd, Toronto,ON,M2L1L4,"C$5,380,000",5 bds,5 ba,N/A
500 Donlands Ave, Toronto,ON,M4J3S7,"C$799,900",3 bds,2 ba,N/A
435 Meadowvale Rd, Toronto,ON,M1C1S6,"C$969,900",3 bds,5 ba,N/A
133 Cordella Ave, Toronto,ON,M6N2K1,"C$899,000",6 bds,1 ba,N/A
97 Post Rd, Toronto,ON,M3B1J3,"C$8,888,000",7 bds,10 ba,N/A
7 Wortham Dr, Toronto,ON,M1G1W5,"C$1,149,000",6 bds,2 ba,N/A
25 Lower Simcoe St #318, Toronto,ON,M5J3A1,"C$969,000",3 bds,2 ba,N/A
503 Beecroft Rd #905, Toronto,ON,M2N0A2,"C$663,000",2 bds,2 ba,N/A
52 Forest Manor Rd #521, Toronto,ON,M2J0E2,"C$629,900",2 bds,2 ba,N/A
30 Herons Hill Way #506, Toronto,ON,M2J0A7,"C$668,000",2 bds,2 ba,N/A
25 Bamburgh Cir #929, Toronto,ON,M1W3W2,"C$460,000",2 bds,2 ba,N/A
13 Riverlea Rd, Toronto,ON,M9P2B1,"C$2,088,000",4 bds,4 ba,N/A
70 Annie Craig Dr #807, Toronto,ON,M8V0G2,"C$889,900",3 bds,2 ba,N/A
50 Merchant Ln #105, Toronto,ON,M6P4J6,"C$808,800",3 bds,2 ba,N/A
2 Dailing Gate #19, Toronto,ON,M1B1Z8,"C$599,000",4 bds,3 ba,N/A
61 Fulbert Cres, Toronto,ON,M1S1C5,"C$1,648,000",6 bds,4 ba,N/A
435 Middlefield Rd #56, Toronto,ON,M1S5W1,"C$848,800",4 bds,4 ba,N/A
542 Delaware Ave N, Toronto,ON,M6H2V2,"C$1,199,000",4 bds,2 ba,N/A
10 Edgecliff Golfway #317, Toronto,ON,M3C3A3,"C$560,000",3 bds,2 ba,"1,100 sqft"
460 Adelaide St E #820, Toronto,ON,M5A0E7,"C$675,000",1 bd,2 ba,N/A
203 Medland St, Toronto,ON,M6P2N6,"C$1,998,000",4 bds,6 ba,N/A
21 Markbrook Ln #407, Toronto,ON,M9V5E4,"C$569,999",2 bds,2 ba,N/A
3 Marine Parade Dr #808, Toronto,ON,M8V3Z5,"C$499,000",2 bds,2 ba,N/A
4 Park Vis #1006, Toronto,ON,M4B3M8,"C$565,000",2 bds,2 ba,N/A
135 Village Green Sq #418, Toronto,ON,M1S0G4,"C$549,000",2 bds,2 ba,N/A
61 Markbrook Ln #509, Toronto,ON,M9V5E7,"C$549,000",2 bds,2 ba,N/A
67 Lake Promenade, Toronto,ON,M8W1A2,"C$9,200,000",5 bds,9 ba,N/A
296 Torresdale Ave #17, Toronto,ON,M2R3N3,"C$699,000",4 bds,4 ba,N/A
262 Senlac Rd, Toronto,ON,M2R1P8,"C$3,149,995",6 bds,6 ba,N/A
32 Forest Manor Rd #416, Toronto,ON,M2J0C2,"C$688,888",2 bds,2 ba,809 sqft
423 Guildwood Pkwy, Toronto,ON,M1E1R3,"C$2,999,990",5 bds,6 ba,N/A
470 Front St W #1301, Toronto,ON,M5V0V6,"C$724,900",1 bd,1 ba,N/A
3237 Bayview Ave #510, Toronto,ON,M2K0G1,"C$599,000",2 bds,2 ba,N/A
28A Wilberton Rd, Toronto,ON,M4V1Z3,"C$3,848,000",5 bds,5 ba,N/A
20 Stewart St #204, Toronto,ON,M5V1H6,"C$595,900",1 bd,1 ba,N/A
17 Maughan Cres, Toronto,ON,M4L3E4,"C$1,749,000",3 bds,3 ba,N/A
2 Sonic Way #1708, Toronto,ON,M3C0P2,"C$499,000",1 bd,1 ba,N/A
25 Broadway Ave UNIT 1105, Toronto,ON,M4P1T7,"C$688,000",2 bds,1 ba,N/A
70 Thomas Mulholland Dr #8, Toronto,ON,M3K0A5,"C$1,387,888",5 bds,4 ba,N/A
801 King St W #325, Toronto,ON,M5V3C9,"C$499,000",2 bds,1 ba,N/A
80 Palace Pier Ct #101, Toronto,ON,M8V4C1,"C$999,000",2 bds,2 ba,N/A
278 Bloor St E #905, Toronto,ON,M4W3M4,"C$1,525,000",3 bds,2 ba,N/A
15 B Medford Ave, Toronto,ON,M1L4G1,"C$1,399,900",4 bds,4 ba,N/A
106 Yardley Ave, Toronto,ON,M4B2B1,"C$1,275,000",3 bds,3 ba,N/A
129 McMahon Dr #TOWNHOUSE 03, Toronto,ON,M2K0C2,"C$1,368,000",3 bds,4 ba,N/A
73 Richmond St W #L02, Toronto,ON,M5H4E8,"C$379,000",Studio,1 ba,N/A
213 Macdonell Ave, Toronto,ON,M6R2A4,"C$1,399,900",4 bds,2 ba,N/A
38 Dan Leckie Way #1607, Toronto,ON,M5V2V6,"C$628,000",2 bds,1 ba,N/A
11 Charlotte St #402, Toronto,ON,M5V0M6,"C$575,000",1 bd,1 ba,N/A
9 Michael Power Pl E #615, Toronto,ON,M9A0A5,"C$499,000",1 bd,1 ba,N/A
3220 Sheppard Ave E #1506, Toronto,ON,M1T3K3,"C$508,000",1 bd,1 ba,N/A
8 Tippett Rd #801, Toronto,ON,M3H0E7,"C$509,000",1 bd,1 ba,N/A
3 Everson Dr #528, Toronto,ON,M2N7C2,"C$559,000",1 bd,1 ba,N/A
121 Ford St #109, Toronto,ON,M6N3A1,"C$960,000",2 bds,3 ba,N/A
41 Dearham Wood, Toronto,ON,M1E1S2,"C$1,106,600",4 bds,2 ba,N/A
20 Tubman Ave #2307, Toronto,ON,M5A0M8,"C$559,999",2 bds,1 ba,N/A
19 Western Battery Rd #2310, Toronto,ON,M6K3N9,"C$599,999",3 bds,2 ba,N/A
186 Macpherson Ave, Toronto,ON,M5R1W8,"C$2,218,000",3 bds,3 ba,N/A
111 3rd St, Toronto,ON,M8V2Y1,"C$999,988",3 bds,2 ba,N/A
45 Strader Ave, Toronto,ON,M6C1R1,"C$699,999",3 bds,2 ba,N/A
224 Coronation Dr, Toronto,ON,M1E2J4,"C$989,000",3 bds,2 ba,N/A
8 Rosebank Dr #16H, Toronto,ON,M1B5Z3,"C$539,000",2 bds,1 ba,N/A
28 Empress Ave #1916, Toronto,ON,M2N6Z7,"C$779,900",2 bds,2 ba,N/A
319 Laird Dr, Toronto,ON,M4G3X7,"C$1,499,999",3 bds,2 ba,N/A
128 Hazelton Ave #801, Toronto,ON,M5R2E5,"C$8,325,000",3 bds,4 ba,N/A
18 Kipling Grove Ct, Toronto,ON,M9B0C6,"C$1,299,999",3 bds,4 ba,N/A
488 Roselawn Ave, Toronto,ON,M5N1J8,"C$2,050,000",4 bds,2 ba,N/A
3 Sutherland Ave, Toronto,ON,M4C1R8,"C$899,000",5 bds,3 ba,N/A
33 Edwin Ave, Toronto,ON,M6P3Z5,"C$2,900,000",7 bds,10 ba,N/A
21 Fusilier Dr, Toronto,ON,M1L0C2,"C$899,900",3 bds,3 ba,N/A
121 Valley Stream Dr, Toronto,ON,M1V2A4,"C$799,800",5 bds,2 ba,N/A
11 Brunel Ct #5005, Toronto,ON,M5V3Y3,"C$570,000",1 bd,1 ba,N/A
