,Unnamed: 0,neighbourhood_left,unnamed: 0,street address,latitude,longitude,geometry,price,bedrooms,bathrooms,total_crimes (2020-2024),average_total_crime (per_year),total_severe_crimes (2020-2024),average_severe_crimes (per_year),total_moderate_crimes (2020-2024),average_moderate_crimes (per_year),total_minor_crimes (2020-2024),average_minor_crimes (per_year),class 6g,class 5g,class 4g,class 3g,class 2g,class 1g,class 6g_t,class 5g_t,class 4g_t,class 3g_t,class 2g_t,class 1g_t,index_right,neighbourhood_right,house_counts,area,house_density,restruarent_counts,public_service_counts,public_transit_counts,other_counts,Total Facilities 500,Total Facilities 1000,Total Facilities 1500,public_transit_best_buffer_area_0.5_values,restaurants_best_buffer_area_0.5_values,public_service_best_buffer_area_0.5_values,other_dailylife_facilities_best_buffer_area_0.5_values
72,72,bathurst manor,1070,14 - 43 wild ginger way,43.759312,-79.440651,POINT (625524.4683259883 4846322.345717174),899000,3,3,1293,259,10,2,538,108,745,149,3880,4160,1400,2425,995,570,4240,4595,1380,1625,435,445,118,bathurst manor,12,4.760362366315972,2.520816500212516,24,9,62,2,17,35,62,7,7,1,2
73,73,bathurst manor,1152,215 searle ave,43.756634,-79.456582,POINT (624247.5865191839 4846000.889694231),1789000,5,2,1293,259,10,2,538,108,745,149,3880,4160,1400,2425,995,570,4240,4595,1380,1625,435,445,118,bathurst manor,12,4.760362366315972,2.520816500212516,24,9,62,2,13,53,109,12,1,0,0
74,74,bay cloverhill,38,11 wellesley st w #612,43.664526,-79.385583,POINT (630162.4192586101 4835879.954106958),699000,2,1,838,168,2,0,547,109,289,58,3375,3835,1610,3595,1365,1030,3625,4420,1795,2480,570,820,5,bay-cloverhill,11,0.6905475194095247,15.9293889136057,98,42,26,4,167,581,1102,23,123,13,8
75,75,bay cloverhill,91,57 saint joseph st #523,43.665388,-79.388021,POINT (629963.9931283942 4835971.868186897),989000,3,2,838,168,2,0,547,109,289,58,3375,3835,1610,3595,1365,1030,3625,4420,1795,2480,570,820,5,bay-cloverhill,11,0.6905475194095247,15.9293889136057,98,42,26,4,166,543,1095,26,102,31,7
76,76,bay cloverhill,169,77 charles st w #906,43.667717,-79.390434,POINT (629764.4268681317 4836226.757217633),2999000,2,2,838,168,2,0,547,109,289,58,3375,3835,1610,3595,1365,1030,3625,4420,1795,2480,570,820,5,bay-cloverhill,11,0.6905475194095247,15.9293889136057,98,42,26,4,157,460,926,21,94,38,4
77,77,bay cloverhill,329,11 wellesley st w #4711,43.664526,-79.385583,POINT (630162.4192586101 4835879.954106958),714900,1,1,838,168,2,0,547,109,289,58,3375,3835,1610,3595,1365,1030,3625,4420,1795,2480,570,820,5,bay-cloverhill,11,0.6905475194095247,15.9293889136057,98,42,26,4,167,581,1102,23,123,13,8
78,78,bay cloverhill,424,5 saint joseph st #4309,43.665776,-79.385633,POINT (630155.6863169303 4836018.704919306),698000,2,1,838,168,2,0,547,109,289,58,3375,3835,1610,3595,1365,1030,3625,4420,1795,2480,570,820,5,bay-cloverhill,11,0.6905475194095247,15.9293889136057,98,42,26,4,160,527,1070,23,116,14,7
79,79,bay cloverhill,453,57 saint nicholas st,43.667191,-79.386232,POINT (630104.3352246223 4836174.919991743),1889000,3,4,838,168,2,0,547,109,289,58,3375,3835,1610,3595,1365,1030,3625,4420,1795,2480,570,820,5,bay-cloverhill,11,0.6905475194095247,15.9293889136057,98,42,26,4,196,493,1016,26,144,16,10
80,80,bay cloverhill,498,35 balmuto st #2101,43.669472,-79.387488,POINT (629998.1490418563 4836426.2865199),998000,2,2,838,168,2,0,547,109,289,58,3375,3835,1610,3595,1365,1030,3625,4420,1795,2480,570,820,5,bay-cloverhill,11,0.6905475194095247,15.9293889136057,98,42,26,4,196,419,822,22,152,12,10
81,81,bay cloverhill,725,4703 - 35 balmuto st,43.669472,-79.387488,POINT (629998.1490418563 4836426.2865199),1399000,2,3,838,168,2,0,547,109,289,58,3375,3835,1610,3595,1365,1030,3625,4420,1795,2480,570,820,5,bay-cloverhill,11,0.6905475194095247,15.9293889136057,98,42,26,4,196,419,822,22,152,12,10
82,82,bay cloverhill,773,2014 - 1001 bay st,43.665465,-79.387068,POINT (630040.6621931182 4835981.913605637),1050000,2,2,838,168,2,0,547,109,289,58,3375,3835,1610,3595,1365,1030,3625,4420,1795,2480,570,820,5,bay-cloverhill,11,0.6905475194095247,15.9293889136057,98,42,26,4,172,543,1092,27,110,28,7
83,83,bay cloverhill,960,3909 - 11 wellesley st w,43.664526,-79.385583,POINT (630162.4192586101 4835879.954106958),724900,2,1,838,168,2,0,547,109,289,58,3375,3835,1610,3595,1365,1030,3625,4420,1795,2480,570,820,5,bay-cloverhill,11,0.6905475194095247,15.9293889136057,98,42,26,4,167,581,1102,23,123,13,8
84,84,bay cloverhill,1103,4108 - 5 st. joseph st s,43.665776,-79.385633,POINT (630155.6863169303 4836018.704919306),900000,2,1,838,168,2,0,547,109,289,58,3375,3835,1610,3595,1365,1030,3625,4420,1795,2480,570,820,5,bay-cloverhill,11,0.6905475194095247,15.9293889136057,98,42,26,4,160,527,1070,23,116,14,7
85,85,bayview village,183,2885 bayview ave unit 717,43.768608,-79.388063,POINT (629737.639282756 4847435.863108424),689000,2,2,1424,285,14,3,675,135,735,147,4625,4910,2325,4720,1805,1100,4990,5885,2635,3010,730,855,132,bayview village,12,5.159105284972327,2.32598470803729,20,6,49,1,25,42,88,13,9,2,1
86,86,bayview village,264,650 sheppard ave e #215,43.768577,-79.381429,POINT (630271.6529186963 4847442.836465999),569988,2,1,1424,285,14,3,675,135,735,147,4625,4910,2325,4720,1805,1100,4990,5885,2635,3010,730,855,132,bayview village,12,5.159105284972327,2.32598470803729,20,6,49,1,8,39,71,6,2,0,0
87,87,bayview village,425,4 burleigh heights dr,43.779657,-79.390466,POINT (629520.3743604738 4848659.261567933),3980000,5,6,1424,285,14,3,675,135,735,147,4625,4910,2325,4720,1805,1100,4990,5885,2635,3010,730,855,132,bayview village,12,5.159105284972327,2.32598470803729,20,6,49,1,8,28,68,8,0,0,0
88,88,bayview village,541,42 heathview ave,43.783169,-79.385634,POINT (629901.6059715806 4849056.89511025),3799000,4,3,1424,285,14,3,675,135,735,147,4625,4910,2325,4720,1805,1100,4990,5885,2635,3010,730,855,132,bayview village,12,5.159105284972327,2.32598470803729,20,6,49,1,6,27,52,6,0,0,0
89,89,bayview village,548,40 thorny vine way,43.785524,-79.368264,POINT (631294.1584724251 4849345.860344243),749000,4,3,1424,285,14,3,675,135,735,147,4625,4910,2325,4720,1805,1100,4990,5885,2635,3010,730,855,132,bayview village,12,5.159105284972327,2.32598470803729,20,6,49,1,9,49,66,9,0,0,0
90,90,bayview village,659,129 mcmahon dr #townhouse 03,43.767654,-79.371136,POINT (631102.1159291267 4847356.569499609),1368000,3,4,1424,285,14,3,675,135,735,147,4625,4910,2325,4720,1805,1100,4990,5885,2635,3010,730,855,132,bayview village,12,5.159105284972327,2.32598470803729,20,6,49,1,18,48,77,10,8,0,0
91,91,bayview village,770,3905 - 117 mcmahon drive,43.767209,-79.370405,POINT (631161.9250681854 4847308.303169928),650000,1,1,1424,285,14,3,675,135,735,147,4625,4910,2325,4720,1805,1100,4990,5885,2635,3010,730,855,132,bayview village,12,5.159105284972327,2.32598470803729,20,6,49,1,13,48,78,8,5,0,0
92,92,bayview village,777,121 - 7 kenaston gardens,43.767167,-79.386112,POINT (629897.7874860818 4847278.877018687),598999,2,2,1424,285,14,3,675,135,735,147,4625,4910,2325,4720,1805,1100,4990,5885,2635,3010,730,855,132,bayview village,12,5.159105284972327,2.32598470803729,20,6,49,1,22,39,81,12,9,0,1
93,93,bayview village,1033,28 thorny vineway,43.78527,-79.368184,POINT (631301.1516959079 4849317.776583781),820000,5,3,1424,285,14,3,675,135,735,147,4625,4910,2325,4720,1805,1100,4990,5885,2635,3010,730,855,132,bayview village,12,5.159105284972327,2.32598470803729,20,6,49,1,9,48,65,9,0,0,0
94,94,bayview village,1071,25 - 12 dervock cres,43.767221,-79.380966,POINT (630311.8628506921 4847292.96056191),949900,2,3,1424,285,14,3,675,135,735,147,4625,4910,2325,4720,1805,1100,4990,5885,2635,3010,730,855,132,bayview village,12,5.159105284972327,2.32598470803729,20,6,49,1,7,41,72,5,2,0,0
95,95,bayview village,1093,3 blithfield ave,43.777305,-79.389942,POINT (629567.621769647 4848398.855685639),1588000,3,3,1424,285,14,3,675,135,735,147,4625,4910,2325,4720,1805,1100,4990,5885,2635,3010,730,855,132,bayview village,12,5.159105284972327,2.32598470803729,20,6,49,1,7,29,59,7,0,0,0
96,96,bayview village,1145,79 forest grove dr,43.779707,-79.373498,POINT (630885.7058341861 4848691.503193126),4788000,4,3,1424,285,14,3,675,135,735,147,4625,4910,2325,4720,1805,1100,4990,5885,2635,3010,730,855,132,bayview village,12,5.159105284972327,2.32598470803729,20,6,49,1,0,10,81,0,0,0,0
97,97,bayview woods steeles,654,3237 bayview ave #510,43.790112,-79.392793,POINT (629310.5716354045 4849816.813473528),599000,2,2,555,111,2,0,302,60,251,50,3070,2855,1045,2190,825,560,3265,3190,1150,1505,390,440,134,bayview woods-steeles,2,4.088934074963513,0.4891250294901971,3,5,44,2,14,40,63,13,0,0,1
98,98,bayview woods steeles,993,59 covewood st,43.804171,-79.387861,POINT (629676.9705553007 4851386.004471686),1750000,4,3,555,111,2,0,302,60,251,50,3070,2855,1045,2190,825,560,3265,3190,1150,1505,390,440,134,bayview woods-steeles,2,4.088934074963513,0.4891250294901971,3,5,44,2,6,17,51,5,1,0,0
99,99,bedford park nortown,236,112 mason blvd,43.741214,-79.412096,POINT (627861.6437924991 4844355.972689656),4249990,4,2,1891,378,2,0,700,140,1189,238,3650,3965,1620,6520,1845,3480,3890,4575,1710,5420,1000,3155,113,bedford park-nortown,10,5.518279307651638,1.8121590884560723,59,10,75,5,9,50,129,8,0,1,0
100,100,bedford park nortown,298,40 sylvan valleyway #523,43.724203,-79.415282,POINT (627641.2331005831 4842461.740817174),889000,2,2,1891,378,2,0,700,140,1189,238,3650,3965,1620,6520,1845,3480,3890,4575,1710,5420,1000,3155,113,bedford park-nortown,10,5.518279307651638,1.8121590884560723,59,10,75,5,25,57,131,16,6,1,2
101,101,bedford park nortown,337,1 de vere gdns,43.736381,-79.407697,POINT (628226.1814675989 4843825.99628633),4995000,5,6,1891,378,2,0,700,140,1189,238,3650,3965,1620,6520,1845,3480,3890,4575,1710,5420,1000,3155,113,bedford park-nortown,10,5.518279307651638,1.8121590884560723,59,10,75,5,16,79,172,10,6,0,0
102,102,bedford park nortown,366,215 strathallan wood,43.712754,-79.421209,POINT (627188.0611968111 4841181.053137095),10900000,4,6,1891,378,2,0,700,140,1189,238,3650,3965,1620,6520,1845,3480,3890,4575,1710,5420,1000,3155,113,bedford park-nortown,10,5.518279307651638,1.8121590884560723,59,10,75,5,0,28,145,0,0,0,0
103,103,bedford park nortown,436,127 joicey blvd,43.736904,-79.416255,POINT (627535.8994897337 4843870.872977005),5135000,5,7,1891,378,2,0,700,140,1189,238,3650,3965,1620,6520,1845,3480,3890,4575,1710,5420,1000,3155,113,bedford park-nortown,10,5.518279307651638,1.8121590884560723,59,10,75,5,28,73,134,10,18,0,0
104,104,bedford park nortown,471,60 alexandra wood,43.71411,-79.425653,POINT (626827.1867337766 4841324.846165052),8950000,5,7,1891,378,2,0,700,140,1189,238,3650,3965,1620,6520,1845,3480,3890,4575,1710,5420,1000,3155,113,bedford park-nortown,10,5.518279307651638,1.8121590884560723,59,10,75,5,8,53,118,8,0,0,0
105,105,bedford park nortown,533,132 grey rd,43.731779,-79.423122,POINT (626993.7414663406 4843291.118648926),2395000,3,2,1891,378,2,0,700,140,1189,238,3650,3965,1620,6520,1845,3480,3890,4575,1710,5420,1000,3155,113,bedford park-nortown,10,5.518279307651638,1.8121590884560723,59,10,75,5,18,66,156,5,13,0,0
106,106,bedford park nortown,792,703 - 355 bedford park avenue,43.724197,-79.416891,POINT (627511.6475794478 4842458.597256515),5495000,3,4,1891,378,2,0,700,140,1189,238,3650,3965,1620,6520,1845,3480,3890,4575,1710,5420,1000,3155,113,bedford park-nortown,10,5.518279307651638,1.8121590884560723,59,10,75,5,27,56,98,15,10,0,2
107,107,bedford park nortown,962,425 cranbrooke avenue,43.725527,-79.419632,POINT (627288.0543354515 4842602.098747181),2695000,3,5,1891,378,2,0,700,140,1189,238,3650,3965,1620,6520,1845,3480,3890,4575,1710,5420,1000,3155,113,bedford park-nortown,10,5.518279307651638,1.8121590884560723,59,10,75,5,25,63,139,10,13,0,2
108,108,bedford park nortown,1100,323 douglas ave,43.723361,-79.417098,POINT (627496.7481390666 4842365.428912594),3399000,5,3,1891,378,2,0,700,140,1189,238,3650,3965,1620,6520,1845,3480,3890,4575,1710,5420,1000,3155,113,bedford park-nortown,10,5.518279307651638,1.8121590884560723,59,10,75,5,22,56,107,14,6,0,2
109,109,beechborough greenbrook,1031,706 - 2470 eglinton ave w,43.692452,-79.468413,POINT (623426.9106188985 4838854.879479709),559000,3,2,638,128,22,4,354,71,262,52,1645,1850,430,490,185,45,1795,1955,465,210,30,40,75,beechborough-greenbrook,1,1.8335808316344369,0.5453809195357967,3,2,26,2,12,67,144,5,5,0,2
110,110,bendale glen andrew,69,60 town centre ct #306,43.7734,-79.255862,POINT (640366.8163326076 4848183.737499358),448800,1,1,1812,362,24,5,783,157,1005,201,4865,5035,1590,1915,785,125,5335,5450,1580,980,195,90,6,bendale-glen andrew,6,4.913216445860495,1.2211959448794785,59,13,80,5,80,117,157,28,50,0,2
111,111,bendale glen andrew,70,190 borough dr #302,43.772874,-79.253995,POINT (640518.3047754361 4848128.484195967),759900,3,2,1812,362,24,5,783,157,1005,201,4865,5035,1590,1915,785,125,5335,5450,1580,980,195,90,6,bendale-glen andrew,6,4.913216445860495,1.2211959448794785,59,13,80,5,64,117,172,24,39,0,1
112,112,bendale glen andrew,132,60 brian harrison way #302,43.774024,-79.258007,POINT (640192.7282234859 4848249.40781533),699900,3,2,1812,362,24,5,783,157,1005,201,4865,5035,1590,1915,785,125,5335,5450,1580,980,195,90,6,bendale-glen andrew,6,4.913216445860495,1.2211959448794785,59,13,80,5,79,117,160,29,48,0,2
113,113,bendale glen andrew,162,117 omni dr #15,43.771256,-79.261225,POINT (639940.2022941136 4847936.533763278),599900,3,3,1812,362,24,5,783,157,1005,201,4865,5035,1590,1915,785,125,5335,5450,1580,980,195,90,6,bendale-glen andrew,6,4.913216445860495,1.2211959448794785,59,13,80,5,33,103,159,31,2,0,0
114,114,bendale glen andrew,726,2103 - 60 brian harrison way,43.774024,-79.258007,POINT (640192.7282234859 4848249.40781533),549900,2,1,1812,362,24,5,783,157,1005,201,4865,5035,1590,1915,785,125,5335,5450,1580,980,195,90,6,bendale-glen andrew,6,4.913216445860495,1.2211959448794785,59,13,80,5,79,117,160,29,48,0,2
115,115,bendale glen andrew,870,1028 - 125 omni dr,43.771029,-79.260134,POINT (640028.5390540905 4847913.166564347),438000,1,1,1812,362,24,5,783,157,1005,201,4865,5035,1590,1915,785,125,5335,5450,1580,980,195,90,6,bendale-glen andrew,6,4.913216445860495,1.2211959448794785,59,13,80,5,36,112,156,33,3,0,0
116,116,birchcliffe cliffside,71,1400 kingston rd #501,43.686959,-79.272431,POINT (639233.5126000054 4838555.221960536),679000,2,2,1577,315,5,1,942,188,630,126,4885,5095,2385,4555,1800,1285,5280,6045,2280,3245,760,1005,36,birchcliffe-cliffside,14,6.009055953691108,2.329816881036096,33,10,95,5,15,47,101,9,6,0,0
117,117,birchcliffe cliffside,134,141 eastwood ave,43.694987,-79.269234,POINT (639472.5666274589 4839452.218354443),799900,3,2,1577,315,5,1,942,188,630,126,4885,5095,2385,4555,1800,1285,5280,6045,2280,3245,760,1005,36,birchcliffe-cliffside,14,6.009055953691108,2.329816881036096,33,10,95,5,7,71,109,7,0,0,0
118,118,birchcliffe cliffside,150,42 fishleigh dr,43.700556,-79.248654,POINT (641117.9461001263 4840105.563652849),2699900,6,5,1577,315,5,1,942,188,630,126,4885,5095,2385,4555,1800,1285,5280,6045,2280,3245,760,1005,36,birchcliffe-cliffside,14,6.009055953691108,2.329816881036096,33,10,95,5,0,27,51,0,0,0,0
119,119,birchcliffe cliffside,175,104 natal ave,43.714075,-79.254723,POINT (640597.3053284045 4841596.730791572),1059000,3,2,1577,315,5,1,942,188,630,126,4885,5095,2385,4555,1800,1285,5280,6045,2280,3245,760,1005,36,birchcliffe-cliffside,14,6.009055953691108,2.329816881036096,33,10,95,5,7,68,111,7,0,0,0
120,120,birchcliffe cliffside,213,223 kennedy rd,43.706363,-79.257097,POINT (640424.0672714119 4840736.176445791),699900,4,3,1577,315,5,1,942,188,630,126,4885,5095,2385,4555,1800,1285,5280,6045,2280,3245,760,1005,36,birchcliffe-cliffside,14,6.009055953691108,2.329816881036096,33,10,95,5,12,51,121,12,0,0,0
121,121,birchcliffe cliffside,240,73 fishleigh dr,43.701371,-79.245529,POINT (641367.8362920817 4840201.405644957),2580000,5,2,1577,315,5,1,942,188,630,126,4885,5095,2385,4555,1800,1285,5280,6045,2280,3245,760,1005,36,birchcliffe-cliffside,14,6.009055953691108,2.329816881036096,33,10,95,5,0,21,49,0,0,0,0
122,122,birchcliffe cliffside,318,28 fishleigh dr,43.700665,-79.250643,POINT (640957.4212681861 4840114.285655519),1299000,6,4,1577,315,5,1,942,188,630,126,4885,5095,2385,4555,1800,1285,5280,6045,2280,3245,760,1005,36,birchcliffe-cliffside,14,6.009055953691108,2.329816881036096,33,10,95,5,6,31,56,3,1,1,1
123,123,birchcliffe cliffside,345,17a s woodrow blvd,43.699423,-79.260028,POINT (640204.0947750113 4839960.428188624),1269000,4,2,1577,315,5,1,942,188,630,126,4885,5095,2385,4555,1800,1285,5280,6045,2280,3245,760,1005,36,birchcliffe-cliffside,14,6.009055953691108,2.329816881036096,33,10,95,5,14,45,99,11,0,3,0
124,124,birchcliffe cliffside,347,271 victoria park ave,43.683316,-79.284726,POINT (638250.9537071228 4838130.043624741),600000,1,1,1577,315,5,1,942,188,630,126,4885,5095,2385,4555,1800,1285,5280,6045,2280,3245,760,1005,36,birchcliffe-cliffside,14,6.009055953691108,2.329816881036096,33,10,95,5,42,81,155,16,23,2,1
125,125,birchcliffe cliffside,350,14 pinegrove ave,43.698491,-79.263913,POINT (639893.2116595441 4839850.352953314),799000,4,2,1577,315,5,1,942,188,630,126,4885,5095,2385,4555,1800,1285,5280,6045,2280,3245,760,1005,36,birchcliffe-cliffside,14,6.009055953691108,2.329816881036096,33,10,95,5,18,49,115,16,0,2,0
126,126,birchcliffe cliffside,413,14 kildonan dr,43.687027,-79.266351,POINT (639723.3785872862 4838573.001767533),2690000,5,4,1577,315,5,1,942,188,630,126,4885,5095,2385,4555,1800,1285,5280,6045,2280,3245,760,1005,36,birchcliffe-cliffside,14,6.009055953691108,2.329816881036096,33,10,95,5,10,31,68,4,6,0,0
127,127,birchcliffe cliffside,608,197 s woodrow blvd,43.703661,-79.261775,POINT (640053.4533271804 4840428.165772071),699000,2,1,1577,315,5,1,942,188,630,126,4885,5095,2385,4555,1800,1285,5280,6045,2280,3245,760,1005,36,birchcliffe-cliffside,14,6.009055953691108,2.329816881036096,33,10,95,5,8,62,117,7,0,1,0
128,128,birchcliffe cliffside,981,74 natal ave,43.712217,-79.253922,POINT (640666.1810046984 4841391.731978588),1049000,5,2,1577,315,5,1,942,188,630,126,4885,5095,2385,4555,1800,1285,5280,6045,2280,3245,760,1005,36,birchcliffe-cliffside,14,6.009055953691108,2.329816881036096,33,10,95,5,5,75,111,5,0,0,0
129,129,birchcliffe cliffside,1123,18 haig ave,43.68473,-79.270723,POINT (639376.3332202886 4838310.52963949),1899900,4,4,1577,315,5,1,942,188,630,126,4885,5095,2385,4555,1800,1285,5280,6045,2280,3245,760,1005,36,birchcliffe-cliffside,14,6.009055953691108,2.329816881036096,33,10,95,5,13,34,78,7,6,0,0
130,130,black creek,317,4737 jane st,43.771431,-79.519798,POINT (619129.1822238803 4847551.419414673),499000,4,2,2121,424,63,13,1251,250,807,161,6410,6070,1255,530,170,35,6830,6400,750,265,55,15,154,black creek,9,3.4538515864618766,2.6057865471919697,12,7,50,1,19,54,133,13,4,1,1
131,131,black creek,319,4673 jane st #318,43.770357,-79.520128,POINT (619104.7549578298 4847431.660843827),330000,2,1,2121,424,63,13,1251,250,807,161,6410,6070,1255,530,170,35,6830,6400,750,265,55,15,154,black creek,9,3.4538515864618766,2.6057865471919697,12,7,50,1,18,59,127,11,4,2,1
132,132,black creek,355,353 driftwood ave #2,43.768082,-79.512841,POINT (619695.7784150139 4847189.496039327),535000,5,3,2121,424,63,13,1251,250,807,161,6410,6070,1255,530,170,35,6830,6400,750,265,55,15,154,black creek,9,3.4538515864618766,2.6057865471919697,12,7,50,1,11,55,211,9,0,2,0
133,133,black creek,372,30 forge dr,43.759536,-79.513985,POINT (619620.7336463592 4846238.68239266),849999,5,2,2121,424,63,13,1251,250,807,161,6410,6070,1255,530,170,35,6830,6400,750,265,55,15,154,black creek,9,3.4538515864618766,2.6057865471919697,12,7,50,1,28,78,120,17,10,1,0
134,134,black creek,452,4689 jane st #503,43.770863,-79.520254,POINT (619093.6096715195 4847487.678493291),259900,2,1,2121,424,63,13,1251,250,807,161,6410,6070,1255,530,170,35,6830,6400,750,265,55,15,154,black creek,9,3.4538515864618766,2.6057865471919697,12,7,50,1,16,55,131,9,4,2,1
135,135,black creek,456,353 driftwood ave #7,43.768082,-79.512841,POINT (619695.7784150139 4847189.496039327),550000,5,3,2121,424,63,13,1251,250,807,161,6410,6070,1255,530,170,35,6830,6400,750,265,55,15,154,black creek,9,3.4538515864618766,2.6057865471919697,12,7,50,1,11,55,211,9,0,2,0
136,136,black creek,534,4645 jane st #720,43.769446,-79.519808,POINT (619132.3184813181 4847330.941003099),278000,1,1,2121,424,63,13,1251,250,807,161,6410,6070,1255,530,170,35,6830,6400,750,265,55,15,154,black creek,9,3.4538515864618766,2.6057865471919697,12,7,50,1,19,62,138,12,4,2,1
137,137,black creek,540,4645 jane st #818,43.769446,-79.519808,POINT (619132.3184813181 4847330.941003099),228800,1,1,2121,424,63,13,1251,250,807,161,6410,6070,1255,530,170,35,6830,6400,750,265,55,15,154,black creek,9,3.4538515864618766,2.6057865471919697,12,7,50,1,19,62,138,12,4,2,1
138,138,black creek,1115,42 wilmont dr,43.760363,-79.513433,POINT (619663.5200114956 4846331.330476398),1298000,8,3,2121,424,63,13,1251,250,807,161,6410,6070,1255,530,170,35,6830,6400,750,265,55,15,154,black creek,9,3.4538515864618766,2.6057865471919697,12,7,50,1,22,77,126,13,8,1,0
139,139,blake jones,714,304 withrow avenue,43.672677,-79.340596,POINT (633771.4269692455 4836856.806421253),1199000,4,2,485,97,12,2,325,65,148,30,1915,1450,430,1625,690,455,2055,1505,685,1170,305,335,86,blake-jones,2,0.941207553086272,2.1249298238649788,12,4,19,0,32,123,274,15,13,4,0
140,140,blake jones,872,297 bain avenue,43.67298,-79.341437,POINT (633702.9568219461 4836889.102633848),1399000,3,2,485,97,12,2,325,65,148,30,1915,1450,430,1625,690,455,2055,1505,685,1170,305,335,86,blake-jones,2,0.941207553086272,2.1249298238649788,12,4,19,0,26,128,279,12,11,3,0
141,141,briar hill belgravia,41,62 schell ave,43.698338,-79.45509,POINT (624488.4078657591 4839528.52021219),1299900,4,3,968,194,4,1,470,94,494,99,3805,4335,1320,1730,760,255,4170,4795,1160,1060,205,185,50,briar hill-belgravia,4,1.8277219116858563,2.188516740115281,30,0,29,4,19,81,147,7,12,0,0
142,142,briar hill belgravia,419,390 hopewell ave #130,43.700641,-79.444449,POINT (625341.0652260792 4839800.333833381),529900,2,2,968,194,4,1,470,94,494,99,3805,4335,1320,1730,760,255,4170,4795,1160,1060,205,185,50,briar hill-belgravia,4,1.8277219116858563,2.188516740115281,30,0,29,4,25,114,178,11,14,0,0
143,143,briar hill belgravia,820,1171 roselawn ave,43.699345,-79.454393,POINT (624542.4874159334 4839641.408366777),2699000,3,1,968,194,4,1,470,94,494,99,3805,4335,1320,1730,760,255,4170,4795,1160,1060,205,185,50,briar hill-belgravia,4,1.8277219116858563,2.188516740115281,30,0,29,4,17,76,159,6,11,0,0
144,144,briar hill belgravia,1089,307 - 1100 briar hill ave,43.703197,-79.45076,POINT (624827.2364979197 4840074.690730923),999900,3,3,968,194,4,1,470,94,494,99,3805,4335,1320,1730,760,255,4170,4795,1160,1060,205,185,50,briar hill-belgravia,4,1.8277219116858563,2.188516740115281,30,0,29,4,14,94,180,7,7,0,0
145,145,bridle path sunnybrook york mills,49,278 dawlish ave,43.724134,-79.383185,POINT (630226.6633215824 4842504.019099308),4395000,5,5,809,162,7,1,418,84,384,77,1150,1170,610,3380,835,2065,1250,1350,705,2915,490,1815,111,bridle path-sunnybrook-york mills,19,8.839343441354199,2.1494809117959983,15,58,70,3,8,57,103,7,0,1,0
146,146,bridle path sunnybrook york mills,110,32 brookfield rd,43.741523,-79.400732,POINT (628776.0451383174 4844407.894730318),5749000,4,5,809,162,7,1,418,84,384,77,1150,1170,610,3380,835,2065,1250,1350,705,2915,490,1815,111,bridle path-sunnybrook-york mills,19,8.839343441354199,2.1494809117959983,15,58,70,3,4,57,116,4,0,0,0
147,147,bridle path sunnybrook york mills,218,85 the bridle path,43.732687,-79.364782,POINT (631690.2050191746 4843483.040854211),28900000,9,11,809,162,7,1,418,84,384,77,1150,1170,610,3380,835,2065,1250,1350,705,2915,490,1815,111,bridle path-sunnybrook-york mills,19,8.839343441354199,2.1494809117959983,15,58,70,3,8,25,56,7,0,1,0
148,148,bridle path sunnybrook york mills,228,19 country ln,43.74036,-79.380766,POINT (630386.2852387455 4844309.958242224),19388000,7,2,809,162,7,1,418,84,384,77,1150,1170,610,3380,835,2065,1250,1350,705,2915,490,1815,111,bridle path-sunnybrook-york mills,19,8.839343441354199,2.1494809117959983,15,58,70,3,12,34,64,11,0,1,0
